#{"t_start": 1763042785.9011474, "env_id": "None"}
r,l,t
-9.3,33,274.076973
-27.5,35,274.126396
-21.3,93,274.275258
-20.4,14,274.291963
-19.1,71,274.384897
-17.4,44,274.448134
-22.9,49,274.524024
4.0,20,274.561832
-29.9,39,274.632787
-14.1,101,274.78282
-22.0,50,274.863536
-4.9,29,274.908728
-17.9,79,275.025254
-11.4,104,275.178716
-25.9,59,275.257061
-18.5,45,275.305088
-4.8,58,275.340564
-0.9,29,275.355645
-28.5,45,275.384902
2.7,63,275.42161
-4.9,29,275.442095
-27.2,22,275.452918
-22.6,16,275.460872
-16.8,18,275.472045
9.9,61,275.509349
-17.7,57,275.539173
15.8,52,275.569407
0.8,92,275.621285
-11.2,82,275.671462
-11.3,33,275.690537
-8.2,102,275.749658
-16.1,141,275.830862
-8.2,32,275.848472
-24.4,34,275.862449
-9.2,52,275.886913
-1.4,44,275.911388
-4.5,25,275.925722
-0.6,16,275.935006
-22.6,96,275.982753
-22.2,72,276.018716
-13.9,19,276.02865
-12.3,23,276.041712
-2.2,142,276.111251
-22.5,25,276.124503
-3.5,35,276.141328
-17.4,24,276.152742
-20.8,98,276.206166
-11.1,31,276.224092
-17.8,28,276.238824
1.0,50,276.260341
-22.1,41,276.281828
-6.3,53,276.312588
-22.9,29,276.327536
-1.7,147,276.40952
-15.3,53,276.435676
-29.3,143,276.50554
-19.4,24,276.516527
-1.9,69,276.549792
-10.6,56,276.577034
9.4,26,276.590882
-19.1,31,276.609051
-16.6,56,276.636717
-19.0,20,276.647773
-15.4,44,276.672477
-3.3,13,276.68041
-12.4,54,276.712463
-40.2,232,276.826077
-16.4,34,276.842474
24.5,85,276.892433
-31.4,44,276.912773
-9.8,28,276.928212
-13.5,15,276.934926
-16.3,253,277.060319
-15.4,104,277.114551
6.1,69,277.146904
-13.9,39,277.16641
-20.0,70,277.202887
-18.4,114,277.254891
-8.0,70,277.286888
-19.2,22,277.298458
-27.1,71,277.329757
19.4,66,277.362743
-7.6,26,277.374577
-10.2,12,277.380248
-18.4,34,277.397327
1.2,128,277.463273
-22.1,121,277.520191
-29.0,20,277.529577
-20.9,49,277.554764
-15.9,99,277.607917
-5.1,71,277.64442
-8.7,27,277.65727
4.4,16,277.666487
-4.8,18,277.674704
-10.8,78,277.713606
-27.3,33,277.728561
-7.6,46,277.750223
-14.0,30,277.766435
-3.7,17,277.774236
-25.5,95,277.820521
-21.2,22,277.832239
-3.7,37,277.852456
-33.1,91,277.90062
-7.0,40,277.919554
1.9,31,277.935724
7.2,68,277.968916
-13.6,26,277.982138
-16.8,38,277.999798
-15.8,48,278.020989
-17.6,26,278.045808
-12.5,65,278.121752
-10.7,27,278.14907
-18.2,92,278.255506
3.2,68,278.328671
10.8,32,278.367577
-17.2,22,278.388095
-26.3,63,279.285993
2.9,121,279.448991
-26.8,38,279.495878
-10.4,94,279.604257
7.9,61,279.675183
-19.2,42,279.725625
4.2,78,279.824348
-28.4,114,279.958794
0.1,19,279.982489
-3.5,35,280.019685
-14.6,36,280.059903
-24.2,72,280.142746
-18.8,58,280.22256
-10.6,296,280.599994
-12.7,47,280.653517
-25.1,91,280.765088
-28.3,43,280.814264
-3.7,47,280.88067
3.2,48,280.945394
-3.9,19,280.970332
-19.5,55,281.035173
-17.9,19,281.062728
-0.0,60,281.139898
-27.4,84,281.252276
-12.2,32,281.297035
-18.4,74,281.39705
-19.9,39,281.417197
-16.8,18,281.428133
-26.3,63,281.461768
-9.7,187,281.552965
-26.7,47,281.576431
-23.9,169,281.657726
-21.1,51,281.684115
-21.7,17,281.693478
-10.4,44,281.715672
-19.2,42,281.738177
-15.8,28,281.753672
6.6,34,281.769262
-27.4,64,281.799908
-1.1,51,281.824269
-11.7,27,281.839161
-6.6,56,281.865242
5.5,35,281.882151
23.5,145,281.956934
-26.3,43,281.981388
-21.7,97,282.028647
-20.8,18,282.03835
-6.1,21,282.05139
-23.9,39,282.072481
-20.6,56,282.1018
-21.9,39,282.121701
-12.2,112,282.175012
-35.5,95,282.224824
-23.5,55,282.253854
-3.8,68,282.289164
-9.9,129,282.353152
-5.7,37,282.37179
-7.8,48,282.397634
-14.5,105,282.453294
-14.6,56,282.482996
-29.7,57,282.514232
-21.7,17,282.522247
-22.5,45,282.545265
-24.6,96,282.59257
-0.1,21,282.604678
-20.6,76,282.643452
-19.1,31,282.658794
-17.8,48,282.683234
-24.4,34,282.70196
23.0,80,282.739237
-23.0,20,282.748891
23.8,82,282.792891
0.2,48,282.818252
-19.1,51,282.844496
-27.1,71,282.879724
-20.5,45,282.901322
-2.1,51,282.92983
-18.6,76,282.980929
-22.9,29,282.998322
-20.3,23,283.009834
-28.5,125,283.074221
-11.6,26,283.087457
-13.0,40,283.110775
-5.3,13,283.119159
-23.8,48,283.146629
-29.6,26,283.160157
-3.1,11,283.167084
-1.6,66,283.203199
-16.1,21,283.217091
-7.5,115,283.277573
-16.2,202,283.37963
-18.8,38,283.39745
9.5,35,283.417634
2.7,153,283.495996
-7.1,31,283.513293
-25.0,60,283.54452
-0.0,50,283.572012
-12.1,71,283.606687
-8.2,72,283.645699
-10.6,16,283.653862
3.7,53,283.685389
3.3,37,283.703603
2.7,173,283.794745
-7.8,48,283.819721
-14.5,25,283.83331
-25.7,227,283.947364
-14.9,49,283.974767
-18.2,52,284.000819
-19.6,46,284.022466
50.1,129,284.197637
-20.3,23,284.233543
-1.6,36,284.291518
-3.4,44,284.35936
-21.8,68,284.471014
-14.9,119,284.636356
-29.9,139,284.821913
-12.8,38,284.881829
-24.1,41,284.943277
-20.5,25,284.979104
-5.4,24,285.015648
-8.7,107,285.174946
-21.8,68,285.278264
-5.5,35,285.336816
12.5,215,285.677699
-2.6,36,285.736625
-17.5,35,285.787801
-12.2,32,285.837759
3.9,91,285.976521
-31.8,48,286.052774
-12.9,149,286.280088
-13.1,101,286.440535
-5.9,19,286.46567
-15.6,56,286.556822
-12.3,23,286.594513
-14.5,25,286.632006
19.2,78,286.762097
-22.8,78,286.886181
-19.2,122,287.083744
24.0,70,287.191043
-22.5,25,287.233613
-9.4,24,287.267623
-15.7,77,287.3939
-20.3,213,287.725434
-18.0,70,287.847167
-21.3,13,287.864635
10.2,108,288.029184
-20.9,89,288.182441
-15.7,17,288.211672
-2.3,23,288.252709
4.1,69,288.368502
-6.8,128,288.588913
-14.3,43,288.655364
-9.2,62,288.761586
-6.4,34,288.816038
-23.2,42,288.888159
11.7,73,289.010613
-9.8,28,289.060421
-12.2,32,289.128817
-23.1,161,289.402607
-8.5,45,289.474708
-11.3,53,289.576408
-8.0,30,289.622919
-0.7,27,289.666746
-21.9,189,290.002586
-1.3,223,290.385192
20.4,66,290.495017
-25.6,146,290.739946
0.2,38,290.803081
-12.5,25,290.847919
-21.3,33,290.903345
-5.3,33,290.957134
-14.8,18,290.99008
-10.2,32,291.050972
-10.3,23,291.086678
-31.7,77,291.214392
-24.6,36,291.276771
-32.6,96,291.444993
-17.5,15,291.467375
-6.1,41,291.535276
-20.2,32,291.583627
9.7,63,291.680828
3.3,97,291.843821
-18.6,56,291.938111
-2.7,97,292.100005
-23.8,48,292.178437
22.6,44,292.258776
-8.8,18,292.288785
-5.6,76,292.416653
-15.2,102,292.600764
-23.9,59,292.703005
-16.6,16,292.728416
-9.1,141,292.958276
5.0,50,293.042715
-9.2,32,293.097394
-18.3,43,293.175343
-12.3,23,293.219179
-4.5,45,293.303667
-13.0,60,293.403542
-4.5,55,293.479794
-11.6,26,293.523091
-9.6,106,293.687955
-21.6,46,293.766696
-26.1,81,293.90702
-17.5,15,293.926257
7.9,91,294.080261
-20.9,29,294.121742
-7.2,22,294.157674
-11.4,24,294.193426
-24.1,81,294.335649
-5.7,17,294.36202
-15.5,55,294.449762
2.8,22,294.490369
-9.3,123,294.692297
-11.9,119,294.917588
-18.9,29,294.958642
-7.2,42,295.026665
-13.9,19,295.069596
-5.1,31,295.163648
-4.2,22,295.203091
-22.7,47,295.259238
3.2,28,295.303742
9.9,31,295.337232
-3.6,56,295.398511
-0.7,77,295.477037
-30.1,61,295.54044
3.9,31,295.580988
-27.2,62,295.648381
-32.7,207,295.885569
-31.9,119,296.010984
-22.7,27,296.037721
-11.1,91,296.141408
-13.4,24,296.167549
-15.3,53,296.229619
0.2,98,296.339385
-14.3,23,296.370205
-22.2,52,296.424589
-21.0,20,296.448455
-11.9,59,296.508964
-23.2,22,296.532448
-27.2,22,296.557217
-12.4,14,296.5762
-29.4,84,296.665686
-22.2,52,296.722392
-21.8,68,296.798868
-12.3,93,296.905305
-6.5,95,297.039578
-21.8,28,297.070579
19.2,98,297.183767
-23.0,100,297.302438
-7.9,19,297.327937
-16.4,14,297.346462
-20.7,67,297.429885
-18.8,18,297.454388
-28.6,36,297.495934
-3.0,40,297.545057
-21.2,22,297.568152
-41.9,179,297.792921
-25.6,66,297.87478
-7.0,30,297.906095
-13.3,33,297.949546
-8.7,47,298.013434
-7.6,86,298.22333
-0.5,75,298.366022
-3.8,68,298.418352
-7.0,20,298.433281
-24.4,74,298.480613
-0.2,22,298.492778
-29.0,80,298.533701
-18.0,30,298.550965
-7.4,74,298.59087
4.6,74,298.638499
-8.7,67,298.68187
-23.6,26,298.698358
-1.0,50,298.728772
22.7,33,298.747381
-7.9,19,298.75894
-21.7,17,298.768833
-11.9,59,298.804936
-22.0,30,298.824988
-18.2,92,298.886242
-15.3,13,298.898419
13.1,259,299.056986
-7.1,31,299.074109
-17.6,46,299.09572
-25.8,248,299.217035
-22.6,96,299.275951
-11.5,35,299.295354
-4.7,27,299.313917
-25.0,40,299.336315
-18.9,69,299.372442
-7.9,69,299.407193
-15.3,113,299.460851
-20.6,36,299.479578
-17.4,24,299.490908
-9.0,80,299.528687
-8.3,133,299.603972
4.8,172,299.689665
-5.2,82,299.733143
-13.8,48,299.763362
-26.0,30,299.784779
-30.9,109,299.840308
-9.5,105,299.889796
-21.3,53,299.923629
0.5,105,299.972691
-20.4,14,299.980137
-8.9,29,299.995802
6.3,47,300.018914
4.0,70,300.054871
-7.2,22,300.067535
-17.4,24,300.078469
-12.2,32,300.09507
-8.4,74,300.13868
-25.3,33,300.15451
-4.1,21,300.164127
7.8,42,300.194445
-1.9,89,300.287428
-14.8,78,300.387704
-32.0,90,300.479224
-14.2,32,300.510957
-11.0,20,300.530488
-9.6,26,300.563745
31.2,78,300.655808
-21.6,26,300.686622
-28.0,30,300.71424
-23.8,108,300.832555
5.2,28,301.383881
-20.9,49,301.447539
-18.4,14,301.465922
-0.7,77,301.559334
-17.9,79,301.649149
-11.0,40,301.695385
-14.5,25,301.72239
-28.3,163,301.910193
-30.1,61,301.985183
-26.1,81,302.078133
4.3,67,302.164713
-10.0,30,302.208874
-7.7,27,302.238006
7.8,62,302.318815
-3.5,35,302.367875
-29.1,71,302.45618
-30.6,56,302.528243
-27.2,22,302.558329
-3.8,28,302.596914
-6.8,58,302.666253
21.1,209,302.947676
12.6,194,303.185721
-12.5,25,303.212491
-14.5,85,303.324185
-5.3,33,303.358433
13.6,44,303.416889
-16.5,45,303.471563
-9.1,61,303.545958
-27.1,31,303.578058
-24.5,25,303.603879
-0.0,120,303.740665
-14.8,18,303.7645
-1.7,127,303.910204
-26.3,43,303.950547
-24.0,50,304.011621
-10.4,14,304.0241
1.5,135,304.169207
-24.6,96,304.274982
-4.3,43,304.333553
-23.5,75,304.433418
-28.2,32,304.472962
-15.2,42,304.534934
-27.1,31,304.581198
-12.9,49,304.660088
-17.6,26,304.69359
-14.7,107,304.831837
-29.3,53,304.901507
5.5,15,304.914807
-10.7,47,304.97793
-35.7,57,305.043606
-16.5,45,305.097774
-18.1,81,305.191056
-21.6,66,305.275495
5.5,55,305.338455
-16.6,36,305.382035
-21.1,101,305.493055
-21.2,62,305.567957
-26.3,43,305.618224
-22.0,130,305.790476
-5.6,46,305.854458
-7.5,85,305.947657
-24.1,21,305.973687
-7.4,114,306.116671
-17.3,33,306.152
-7.5,35,306.200876
7.2,48,306.260659
-25.1,31,306.291474
9.4,86,306.420377
-23.6,26,306.451575
-7.6,26,306.489453
-6.3,43,306.523133
-24.0,110,306.576289
2.3,87,306.623049
-18.0,30,306.640511
2.9,61,306.675294
-11.4,44,306.697305
21.5,135,306.760937
-4.5,25,306.77377
-3.5,35,306.791778
1.1,59,306.822455
-20.4,114,306.878516
-22.2,72,306.9099
-5.8,28,306.923902
-26.6,36,306.94166
-5.5,55,306.969094
-18.8,18,306.978656
-0.6,46,306.999947
19.3,87,307.047672
-8.1,61,307.075079
-20.1,41,307.095464
0.5,45,307.118737
-7.0,80,307.160362
-13.6,86,307.202644
-22.3,63,307.236121
-16.8,18,307.249785
-9.7,97,307.330756
-0.0,40,307.357288
-4.8,158,307.450221
1.6,64,307.491425
-6.8,18,307.501113
-4.4,54,307.526268
-1.1,41,307.549397
-25.0,40,307.5681
-14.5,25,307.579122
-8.7,67,307.610569
-32.0,50,307.634692
-8.7,57,307.664704
-24.7,27,307.680727
-27.7,37,307.699454
-16.5,25,307.717096
-38.9,169,307.804806
-17.0,40,307.824872
3.5,55,307.857359
-24.4,54,307.8818
-5.5,15,307.889172
-15.8,88,307.930258
-24.9,89,307.97176
-15.4,24,307.986043
-23.2,62,308.033203
-22.3,43,308.059007
-1.2,32,308.081952
-7.3,73,308.125955
-2.7,37,308.143704
-5.2,42,308.167509
-10.4,54,308.194676
-19.8,28,308.209081
9.9,31,308.226049
-16.0,70,308.264845
-26.2,72,308.305472
-33.3,33,308.323053
-19.6,26,308.340801
19.5,45,308.363961
-9.5,65,308.397639
-14.3,23,308.408944
-5.9,69,308.44021
-5.0,20,308.449216
-21.0,190,308.53747
-18.7,77,308.576002
-8.1,21,308.588945
-23.1,31,308.605095
12.7,73,308.647606
-8.1,21,308.66047
-25.6,26,308.672164
-11.3,53,308.700822
-20.5,85,308.741978
-12.6,36,308.759558
-10.3,63,308.792942
-18.9,109,308.851143
-20.0,50,308.880212
-10.6,16,308.889477
13.6,24,308.90359
-9.1,31,308.919196
-20.7,47,308.947308
5.7,33,308.966845
-26.5,25,308.979417
-18.9,29,308.995813
9.7,153,309.072184
-7.4,64,309.103702
-20.7,47,309.129169
-1.5,35,309.147537
-6.7,57,309.17362
8.6,34,309.191589
-11.5,15,309.198762
12.8,182,309.291627
-24.8,38,309.311711
-21.4,64,309.345564
-28.1,41,309.366837
-6.2,32,309.385692
-8.8,38,309.406401
-18.3,123,309.475185
-26.3,83,309.524317
-8.1,41,309.549089
-18.3,23,309.561465
-11.0,40,309.581084
-19.4,44,309.604975
6.1,69,309.647657
-26.1,81,309.688574
-25.0,40,309.712573
-20.5,25,309.729651
-7.3,13,309.736287
-1.2,22,309.748316
-5.2,42,309.772024
-7.8,28,309.785494
-26.6,96,309.835422
-3.6,16,309.843599
-11.2,62,309.882371
-9.1,31,309.903233
-15.1,51,309.93213
-16.2,12,309.938062
-6.4,104,309.988187
-6.6,26,310.001107
-38.8,138,310.131585
-28.4,134,310.290168
-19.9,139,310.472448
19.5,125,310.654365
-25.0,40,310.684478
-19.7,167,310.844184
-15.2,102,310.914637
-24.2,162,310.999369
-10.0,70,311.038194
-24.7,87,311.077821
10.8,142,311.148862
-24.7,127,311.215271
-15.6,26,311.228391
-29.9,59,311.258041
-21.0,100,311.309525
-5.3,223,311.418796
3.4,46,311.441962
12.2,58,311.469999
-17.0,20,311.478797
24.4,66,311.511102
-6.3,173,311.591069
5.1,79,311.634265
11.2,98,311.685599
20.8,102,311.738517
-22.6,76,311.77763
-15.7,37,311.795582
-7.0,20,311.804638
-34.5,205,311.90958
10.3,57,311.939594
-16.9,29,311.953513
-25.1,51,311.976988
-6.5,35,311.993358
-23.7,37,312.012377
-2.8,128,312.078459
4.6,94,312.123462
-17.9,59,312.15697
-2.7,27,312.170875
-20.7,27,312.185571
-17.7,17,312.193865
-26.2,92,312.243683
-3.0,60,312.274839
-15.9,59,312.30751
-12.9,29,312.32373
-28.7,27,312.337363
-21.0,60,312.366752
-22.6,36,312.383925
-15.6,86,312.429085
-17.5,35,312.447632
-29.6,66,312.482114
-0.2,42,312.501157
-12.5,45,312.522508
-21.3,93,312.571685
-12.2,12,312.578596
-24.1,61,312.610518
-15.4,64,312.64028
-14.1,21,312.650715
-27.3,133,312.71704
-16.7,27,312.732255
-10.8,18,312.74034
0.7,33,312.75752
19.7,63,312.791079
-4.6,16,312.799351
-6.8,78,312.83939
-24.9,109,312.89713
-15.7,57,312.925433
-29.3,73,312.960211
-29.5,95,313.004453
-16.9,29,313.019527
18.0,80,313.094692
-18.5,65,313.175144
-10.2,72,313.25409
-18.4,14,313.269091
-7.3,33,313.313697
-20.4,94,313.41979
-19.0,20,313.443008
-23.5,35,313.480596
-26.6,56,313.541583
-8.5,115,313.671196
-27.5,35,313.701878
-7.4,64,313.773409
17.2,118,313.90094
-22.0,30,313.930465
2.1,29,313.965951
-4.9,29,314.007243
-20.3,23,314.03377
10.1,49,314.09273
-19.2,42,314.130462
-22.5,25,314.155301
-12.5,215,314.403373
2.0,20,314.424805
-12.1,61,314.494351
1.1,79,314.582195
-14.5,45,314.639003
-5.0,40,314.686317
-9.6,46,314.73979
-12.1,61,314.813259
21.6,134,314.983018
-32.7,67,315.064072
-13.3,73,315.156256
-23.9,19,315.177772
-20.0,30,315.210152
0.1,49,315.268935
-7.7,57,315.331765
-16.5,115,315.472193
-3.8,38,315.522088
-24.8,38,315.562553
-1.7,17,315.587056
-20.2,32,315.623172
5.5,75,315.722165
-15.5,115,315.888277
-11.4,24,315.92078
-5.4,64,315.995595
-18.1,41,316.05246
1.4,46,316.112395
-15.4,24,316.141386
-2.5,25,316.169219
-12.0,30,316.209491
-4.4,54,316.273366
-19.4,44,316.326728
21.3,207,316.577112
-9.9,19,316.60531
-5.3,33,316.646889
-5.3,33,316.685873
10.2,18,316.710529
-13.5,115,316.846606
-4.7,97,316.984039
-25.7,197,317.231574
-19.5,35,317.281389
-3.4,64,317.368296
-21.5,35,317.408851
24.3,97,317.541794
-25.7,17,317.563877
-6.2,42,317.6162
6.5,85,317.728319
-9.5,55,317.803838
-24.6,36,317.856159
-20.4,114,318.015301
-6.4,14,318.030363
7.7,123,318.200775
-11.2,92,319.497066
-0.1,111,319.661088
-18.3,63,319.75688
-13.6,86,319.876202
-12.3,83,319.996202
-27.2,42,320.04956
-1.2,92,320.186198
-23.1,31,320.230555
1.4,16,320.254269
-19.2,82,320.377673
-2.7,97,320.514033
-14.3,23,320.553263
14.8,102,320.70411
-22.6,56,320.778177
-17.9,39,320.833978
-0.2,52,320.915907
-9.5,15,320.939877
-10.4,24,320.974292
-22.3,123,321.150424
2.6,34,321.200873
-23.1,51,321.269198
-18.5,25,321.303633
3.2,88,321.438198
-10.9,69,321.565171
7.6,24,321.610879
-4.2,82,321.766502
-10.4,14,321.79087
-7.8,68,321.914454
-20.3,23,321.957226
-14.9,149,322.227863
4.1,89,322.397012
-23.6,46,322.481716
-3.1,31,322.529729
-6.6,16,322.559314
-27.2,82,322.710952
-17.1,31,322.77552
-17.6,26,322.823927
-28.7,47,322.909035
-34.9,129,323.149855
-8.5,155,323.432989
-14.8,18,323.470072
-8.4,74,323.594923
-30.5,85,323.749411
8.7,83,323.912817
-7.9,69,324.034989
6.9,81,324.181307
-10.3,43,324.257478
9.0,30,324.318485
-14.8,38,324.385543
-18.0,30,324.440062
-11.1,31,324.496412
-4.3,43,324.560516
0.1,19,324.598282
-12.6,56,324.707986
-8.5,45,324.783492
-4.9,49,324.876588
-5.0,130,325.119473
-38.8,178,325.43836
9.8,42,325.518526
20.2,68,325.65539
-13.6,26,325.702888
-16.8,18,325.732029
-10.5,25,325.778451
-18.6,36,325.83914
-13.7,17,325.875894
-6.0,30,325.929069
-9.6,66,326.067052
-14.1,41,326.140506
-9.9,79,326.289009
-19.3,53,326.381107
-2.8,58,326.478123
-21.9,59,326.586572
-8.5,25,326.628315
8.9,61,326.740979
10.9,21,326.777026
-13.0,40,326.845314
23.6,94,327.017187
10.7,63,327.146014
-29.6,66,327.271815
-20.5,105,327.467184
7.1,39,327.543979
-5.6,96,327.718437
-3.9,59,327.831232
1.1,59,327.943191
-18.4,14,327.969282
-7.4,24,328.014117
-1.6,26,328.053436
-8.0,30,328.109385
-2.6,66,328.217247
-26.1,81,328.368311
-19.3,33,328.43215
-7.6,106,328.631703
-16.7,27,328.680621
-20.1,41,328.75712
-22.3,43,328.836954
-0.8,38,328.904092
-29.3,33,328.967985
-25.6,66,329.088258
1.1,29,329.141722
-8.0,30,329.205869
17.3,37,329.274295
-6.5,55,329.376792
-12.9,89,329.540145
-22.0,30,329.592726
-4.4,34,329.65424
-21.1,11,329.674881
-13.8,68,329.80896
-10.7,87,329.978681
9.2,98,330.156682
8.7,63,330.279288
-4.2,82,330.424874
-29.3,73,330.563869
-23.2,22,330.599388
0.7,103,330.791296
-18.2,32,330.836719
-11.5,135,331.070921
-13.7,37,331.140141
-23.3,53,331.240915
0.4,96,331.436977
-13.1,101,331.633489
-13.6,86,331.798102
-10.3,23,331.846036
-20.0,50,331.931768
-6.8,18,331.966719
-30.8,78,332.110851
4.1,119,332.33712
-12.6,56,332.444377
8.5,25,332.489801
-4.4,54,332.595387
-21.1,161,332.902651
-28.6,186,333.227051
-15.0,20,333.263419
-19.3,33,333.326266
-14.3,43,333.403194
-21.1,11,333.423702
-3.5,35,333.497175
3.8,42,333.57406
8.5,45,333.663963
10.4,36,333.726863
-8.8,78,333.87418
-17.0,40,333.944132
-23.9,39,334.012421
-7.1,31,334.071594
20.0,50,334.153381
-18.6,16,334.1808
-13.7,137,334.437274
-6.8,38,334.501053
-0.3,93,334.659979
-9.0,40,334.743719
-2.7,47,334.826653
-1.8,98,334.986114
3.6,44,335.059088
-27.5,95,335.191765
-22.8,38,335.25441
-8.0,50,335.329389
-9.0,60,335.417639
1.1,59,335.508824
-11.8,38,335.571541
-1.7,37,335.631706
6.0,40,335.701066
-1.3,13,335.720257
3.4,106,335.884288
7.8,72,336.008496
-25.0,60,336.102374
-18.4,34,336.159993
10.6,74,336.293769
6.9,21,336.329399
-27.1,71,336.410963
8.0,20,336.430453
-3.7,17,336.455119
-32.4,74,336.532879
-17.4,74,336.614137
-26.0,30,336.643633
-26.9,89,336.733335
-25.5,135,336.9091
-21.4,44,336.978787
-6.3,23,337.014117
-3.2,62,337.097439
-33.3,53,337.176027
2.8,92,337.318052
-30.7,107,337.456195
-21.7,17,337.481438
-2.3,73,337.567266
-15.6,26,337.600733
-26.7,67,337.710654
5.7,33,337.765828
-7.5,15,337.78939
-14.7,87,337.927663
-6.6,86,338.063755
-9.1,51,338.150094
-12.1,61,338.231702
-19.4,24,338.266204
-14.2,202,338.58737
-22.7,107,338.774382
-10.7,47,338.842531
-4.8,18,338.873415
-7.3,13,338.891078
-8.3,43,338.964536
-12.1,81,339.099627
-18.4,34,339.147118
18.9,51,339.22682
-5.6,26,339.276254
2.1,19,339.304247
23.1,49,339.387683
-15.7,37,339.445752
-8.8,78,339.573627
-18.9,29,339.618157
-20.3,63,339.731584
-23.9,19,339.757224
12.1,59,339.859591
-11.9,109,340.051885
-11.5,35,340.112018
11.0,30,340.169463
-9.7,77,340.294075
2.3,127,340.509993
-11.3,93,340.671563
-25.8,48,340.742594
-29.1,151,340.949819
5.3,157,341.192042
-9.9,59,341.29534
-1.1,31,341.343422
-9.5,145,341.610021
-7.0,20,341.643104
-15.8,58,341.740715
-9.2,52,341.835105
-10.9,69,341.96541
-12.1,21,342.005359
-12.3,43,342.077258
-26.8,58,342.181508
-11.3,33,342.235352
-9.2,22,342.279099
-17.4,134,342.506624
-5.9,69,342.61627
-3.3,183,342.937657
-7.5,185,343.252383
-25.0,40,343.327639
-1.8,118,343.55216
-26.3,83,343.708536
-9.9,39,343.781401
-10.0,30,343.839631
1.3,17,343.866647
8.2,208,344.233643
-15.7,117,344.45382
-21.8,28,344.509309
-7.6,116,344.719274
6.9,101,344.919117
8.3,47,345.009092
-20.1,21,345.051799
-6.8,38,345.121222
4.5,45,345.196913
-17.1,141,345.474206
-18.3,43,345.549759
-12.4,54,345.652694
-6.2,72,345.78725
-14.1,81,345.928619
-18.0,30,345.989147
-7.2,22,346.027807
-16.3,53,346.127702
-16.4,54,346.222747
-7.1,51,346.316925
-21.2,42,346.38871
-23.4,44,346.468648
16.3,107,346.663398
-23.0,20,346.70035
-14.3,63,346.823838
-2.4,44,346.908096
-9.7,57,347.024517
-12.3,43,347.110476
-3.5,35,347.170511
-24.4,34,347.229649
-30.1,81,347.375386
-3.5,35,347.435045
-23.1,31,347.492035
10.0,40,347.570391
-12.6,56,347.665235
-12.2,32,347.720253
0.2,28,347.773436
-32.5,105,347.966302
-3.5,45,348.057091
0.5,15,348.088
-15.6,116,348.308285
-24.4,54,348.388922
-7.6,116,348.563462
-21.5,35,348.620865
2.5,45,348.698066
-5.9,19,348.734539
-6.9,139,348.977119
10.4,126,349.181716
2.0,60,349.288557
4.3,47,349.368373
-21.9,119,349.561442
-16.5,25,349.598267
-21.3,73,349.723826
-3.9,19,349.750516
-22.2,72,349.865915
-10.0,80,349.9969
-28.0,140,350.235627
-7.5,145,350.499105
-9.6,66,350.633363
-26.9,109,350.830602
0.0,30,350.886822
-20.7,67,350.995579
22.5,115,351.182708
-23.0,120,351.364496
-24.3,43,351.440447
-3.8,48,351.519681
-4.6,106,351.69159
13.1,29,351.742449
-10.2,12,351.760743
-9.6,26,351.79842
-18.1,81,351.92841
-17.0,40,351.971634
-35.4,124,352.138599
2.7,103,352.301669
-10.2,32,352.342721
-4.5,135,352.563826
-8.5,65,352.673029
-33.0,40,352.734933
-2.7,97,352.884254
-23.1,51,352.965094
-20.5,25,353.003395
-20.2,12,353.021177
-23.7,147,353.251935
12.8,72,353.372991
-12.1,21,353.405859
-24.2,72,353.513192
-5.6,26,353.559811
-10.5,25,353.594045
-26.0,120,355.017425
-4.1,21,355.052375
-8.3,23,355.087929
10.2,288,355.44366
-14.4,54,355.50952
-18.4,34,355.54486
-18.8,18,355.563422
-13.0,20,355.589787
-14.9,29,355.62291
-24.1,81,355.759147
-7.0,40,355.819613
-31.4,144,355.983551
-13.1,51,356.041496
-1.7,87,356.145537
-4.0,20,356.170039
-23.8,28,356.213554
-26.3,163,356.463661
-30.1,161,356.649249
-23.8,28,356.678299
-16.5,25,356.708276
-12.5,85,356.809129
-10.7,47,356.868788
-27.0,140,357.04764
-21.9,39,357.074647
-6.7,137,357.153633
3.3,37,357.173275
13.8,132,357.249624
-20.0,30,357.266498
-7.7,37,357.284755
-21.2,82,357.332388
4.6,54,357.361578
-20.3,43,357.383447
-3.2,42,357.40724
-26.2,32,357.424152
9.4,26,357.440178
-23.8,68,357.476644
-12.2,52,357.506303
-19.1,51,357.534498
-19.0,20,357.545876
-8.1,61,357.57784
8.4,16,357.586918
-13.5,55,357.616044
-12.0,110,357.67719
7.1,59,357.716209
-7.4,24,357.72805
-23.1,91,357.778112
-5.6,96,357.828474
-17.6,46,357.854462
18.3,37,357.876978
-20.3,23,357.890271
-21.3,173,357.981853
-8.4,14,357.990834
4.4,36,358.01019
-2.9,29,358.024981
-19.0,80,358.071184
-23.1,31,358.090569
-9.0,40,358.110929
-29.5,135,358.180165
7.4,176,358.287423
-19.1,31,358.306644
-17.9,19,358.318522
-17.5,35,358.339641
-6.4,54,358.369859
-15.9,119,358.439713
-20.6,16,358.448704
-10.5,25,358.461337
-10.3,63,358.496503
14.1,29,358.511533
-5.2,22,358.523697
-19.8,48,358.548693
-23.8,88,358.591246
-2.8,48,358.614367
12.1,109,358.67188
-7.9,19,358.683587
-23.5,35,358.702117
-16.0,110,358.758777
-13.9,59,358.790231
22.0,70,358.823542
-12.7,87,358.865463
-4.4,144,358.93612
-9.8,48,358.959731
