#{"t_start": 1763042785.9011474, "env_id": "None"}
r,l,t
-25.9,39,34.354909
-11.2,82,34.435827
-32.8,118,34.560811
-26.2,52,34.616321
-9.3,13,34.630312
8.1,149,34.777503
-15.9,19,34.799535
-18.5,105,34.90993
-2.0,30,34.943062
-3.3,33,34.972729
-16.1,21,34.991678
-10.1,21,35.015637
-13.9,19,35.03251
-17.3,53,35.090037
1.8,42,35.143312
-15.5,15,35.160985
-17.9,59,35.226036
-38.3,223,35.448312
-32.0,50,35.508644
-25.1,31,35.546694
-33.7,37,35.589811
-12.4,74,35.667842
-6.6,16,35.684367
-18.3,23,35.708857
-21.2,102,35.809938
-25.4,24,35.834331
-37.7,97,35.928811
-15.0,60,35.994694
-12.5,25,36.01683
-18.8,18,36.036576
-22.2,92,36.132557
-23.3,53,36.18767
-18.0,30,36.21652
-21.7,17,36.237081
-9.7,17,36.253891
-23.6,26,36.279892
-4.7,107,36.385768
-18.1,41,36.424226
-7.1,31,36.455463
-26.5,65,36.516518
-47.7,197,36.713512
-28.4,34,36.74513
-3.9,129,36.871889
-29.9,59,36.933304
-27.9,59,36.999792
-21.6,46,37.047223
-9.6,26,37.073732
-21.9,19,37.095129
-23.4,84,37.18138
-31.4,64,37.253484
-31.0,120,37.37971
-18.2,52,37.433512
-16.3,43,37.476033
-28.6,56,37.535364
-21.1,31,37.56698
-29.0,40,37.605385
-18.4,34,37.641273
-28.9,69,37.711257
-11.8,28,37.741386
-28.2,92,37.836038
-20.7,27,37.863938
-35.1,91,37.950601
-19.7,17,37.976156
-24.5,45,38.038559
-14.9,69,38.138989
-14.7,47,38.207408
-29.7,117,38.347392
-21.0,20,38.370232
-26.9,49,38.421175
-12.3,83,38.506575
-27.8,28,38.537183
-3.0,40,38.575663
-9.0,20,38.596565
-28.4,34,38.637555
-22.3,23,38.659375
-17.2,22,38.683832
-12.6,36,38.719623
-10.4,34,38.754787
-22.5,45,38.807152
-7.4,64,38.872995
14.3,27,38.900775
-4.4,54,38.958187
-32.2,92,39.053929
-23.5,15,39.069717
-15.4,24,39.093522
-23.0,20,39.112621
-24.5,125,39.225621
-23.0,60,39.284692
-17.0,120,39.400479
-39.7,117,39.509473
-13.5,55,39.578737
-30.5,45,39.62639
-25.6,46,39.672525
-11.3,33,39.702048
-4.9,39,39.748432
-19.3,73,39.843372
-11.1,31,39.883991
-29.3,33,39.912961
-21.5,35,39.949711
-25.5,15,39.967827
-20.3,63,40.047229
-10.4,34,40.079649
-24.7,87,40.180152
-24.2,302,40.487084
-24.2,32,40.518147
-11.1,11,40.529437
-21.5,35,40.560999
-24.8,18,40.58089
6.5,45,40.628642
-24.6,16,40.644917
12.1,19,40.665319
-2.4,64,40.730682
-6.9,29,40.763356
-26.1,61,40.82307
-23.2,82,40.909808
-29.4,124,41.028856
-25.2,82,41.105458
-27.2,102,41.20948
-26.5,85,41.294071
-7.3,33,41.325601
-20.5,25,41.357277
-26.3,23,41.377014
4.4,56,41.442603
-9.3,13,41.457647
-20.6,266,41.712783
-25.8,108,41.817947
-12.6,56,41.882327
-12.7,67,41.959523
-21.7,37,42.001703
-20.6,36,42.043453
-8.5,25,42.068996
-7.8,108,42.187538
-17.1,51,42.238345
-5.2,132,42.390113
-6.6,16,42.409775
-12.2,12,42.420999
-4.3,23,42.446485
-17.4,174,42.628014
6.5,45,42.685218
-26.1,41,42.724235
3.5,75,42.802897
-10.2,32,42.833046
-33.3,73,42.912426
-13.9,19,42.931343
-11.3,163,43.088029
-1.8,78,43.168212
-26.2,52,43.221555
-6.1,41,43.25987
-23.2,42,43.300878
-14.6,56,43.361669
-18.3,43,43.406437
-20.7,47,43.454524
-25.0,40,43.491987
-12.8,38,43.5355
-9.9,59,43.591234
-29.1,51,43.644281
-12.5,85,43.732301
-0.7,27,43.759199
-38.8,138,43.901485
-16.2,82,43.980579
-28.6,36,44.016809
-13.9,119,44.128869
-34.9,69,44.196256
0.9,121,44.312853
-15.9,39,44.351166
-21.2,22,44.37677
1.3,97,44.468154
-18.7,127,44.589139
-19.4,24,44.611615
-6.0,60,44.665363
-22.4,34,44.695894
-8.7,117,44.803309
5.7,73,44.873595
-9.1,61,44.928698
-11.0,20,44.949319
-6.8,88,45.042968
-25.9,59,45.10278
1.5,55,45.157237
-29.5,35,45.195934
-23.9,59,45.257105
-9.7,57,45.31779
-18.6,16,45.33516
-20.6,136,45.46722
-8.3,43,45.512217
-12.9,29,45.540725
-20.8,18,45.560868
-19.3,13,45.574458
-33.3,73,45.659578
-20.3,23,45.686771
-12.9,219,45.89277
-22.4,34,45.92205
-17.9,19,45.93947
-25.7,17,45.953501
-16.7,67,46.020384
-26.8,38,46.057401
-7.8,28,46.088651
-8.0,30,46.119671
-24.8,38,46.152783
-16.4,44,46.195148
-13.3,73,46.264271
-13.2,82,46.339631
-19.7,77,46.412498
-7.3,53,46.465982
-30.8,78,46.540178
-0.1,131,46.666054
-21.7,107,46.765462
-25.1,31,46.794187
-23.2,82,46.875338
-14.9,89,46.958094
2.7,153,47.10715
-6.4,14,47.123176
-39.2,102,47.212178
-21.8,108,47.31748
-34.7,67,47.381531
-25.2,82,47.478788
-9.6,26,47.500839
-15.6,66,47.577241
-37.8,108,47.69839
-15.8,108,47.821811
-19.3,33,47.858983
-6.1,21,47.878814
-4.0,10,47.894006
-3.9,29,47.928867
-1.8,28,47.954466
-15.1,71,48.026822
-16.0,30,48.055187
8.1,49,48.109998
-21.7,57,48.177729
-18.4,14,48.190781
-8.9,49,48.237908
-16.7,87,48.33934
-19.0,80,48.425965
-19.9,39,48.46874
-32.6,136,48.612184
-8.4,14,48.628609
-22.0,70,48.70275
-39.3,253,48.977446
-19.5,15,48.994808
16.2,88,49.088697
-19.4,24,49.114609
-3.9,49,49.166388
5.9,51,49.216511
-21.0,40,49.259517
-9.6,26,49.284529
-2.7,57,49.343267
-6.4,24,49.366731
-21.8,28,49.393071
-18.6,16,49.408715
-0.7,97,49.507035
-37.2,142,49.65123
-11.2,42,49.694705
-31.2,42,49.732916
2.2,38,49.771636
-24.0,30,49.80487
-17.9,19,49.828045
7.1,39,49.873866
-18.7,47,49.927466
-18.8,18,49.944673
-14.5,35,49.98737
-23.2,42,50.038868
-24.6,16,50.056864
-14.9,49,50.123131
-7.2,22,50.144446
1.8,62,50.209238
-22.7,67,50.275748
-4.4,54,50.338507
-9.9,19,50.359675
-32.4,94,50.465615
-24.8,118,50.595364
-19.7,77,50.674532
-15.3,13,50.688202
-16.8,38,50.734788
-9.0,20,50.756187
-13.1,111,50.914794
-9.1,11,50.92819
-0.8,38,50.974969
-23.9,99,51.114725
-27.5,135,51.287401
-23.9,19,51.306878
-26.2,52,51.358041
8.2,18,51.38008
7.3,17,51.402237
-13.8,68,51.473918
-21.0,40,51.514236
-21.2,22,51.537698
-21.8,48,51.590572
-28.6,76,51.671148
-9.2,42,51.713869
-17.5,35,51.746503
-5.4,24,51.770064
-11.7,187,51.962145
-21.1,51,52.024931
-32.9,89,52.123179
-22.6,56,52.179349
-4.9,49,52.229713
-23.5,35,52.265065
-7.4,24,52.287656
-19.1,91,52.372047
-18.6,36,52.405333
-35.9,79,52.48593
-18.9,29,52.518878
-17.0,20,52.538149
-16.0,70,52.61982
-14.6,16,52.639898
-8.9,29,52.678991
-3.9,99,53.573394
-12.0,30,53.607027
-20.5,25,53.634324
-16.9,29,53.663449
-29.3,53,53.719448
-11.4,44,53.7668
-18.0,100,53.876921
-6.2,32,53.909858
-31.9,79,53.986331
-11.3,13,54.001471
-3.9,19,54.018862
-19.8,28,54.046861
-14.2,32,54.079177
-11.7,107,54.197533
-27.6,86,54.283729
-10.4,144,54.436997
-28.4,54,54.488848
-21.0,80,54.577321
-25.0,80,54.669377
-2.9,49,54.72122
-4.9,19,54.741512
-10.7,27,54.772341
-36.4,74,54.85065
-8.5,25,54.877663
-10.8,58,54.937878
-30.6,96,55.042435
-22.0,30,55.075642
-7.6,56,55.139105
-22.8,18,55.154471
-17.8,78,55.24123
-13.2,42,55.283021
-1.0,20,55.30483
-26.2,32,55.33702
-28.2,52,55.394937
-4.9,29,55.421859
-22.7,67,55.494219
0.8,152,55.654711
-4.4,14,55.672091
-8.1,41,55.714419
-22.1,61,55.775398
-22.8,38,55.824686
-8.3,23,55.848373
-5.1,61,55.911564
-9.2,82,55.994565
-11.4,24,56.019075
-7.7,57,56.07937
-5.7,87,56.171055
