#{"t_start": 1762723967.3880177, "env_id": "None"}
r,l,t
-6.6,36,9.038047
-28.2,32,9.067302
1.1,59,9.111443
-17.2,22,9.130224
-16.6,76,9.192308
-12.4,84,9.254464
-23.0,60,9.297042
-21.1,51,9.334264
1.1,79,9.397128
-36.9,89,9.467202
-19.6,26,9.48901
-22.9,29,9.515356
2.6,74,9.585243
-27.0,40,9.616015
-21.8,28,9.637056
-12.9,69,9.707507
-1.9,19,9.725833
-5.9,49,9.76641
-16.3,183,9.949847
-2.2,22,9.970276
-0.4,44,10.013342
-10.4,64,10.068446
-20.6,16,10.082588
-22.1,61,10.144966
-28.3,123,10.253335
17.2,38,10.28581
-15.4,64,10.346602
6.3,67,10.39844
-5.2,42,10.439271
-27.1,31,10.464276
-13.4,84,10.535059
-19.0,20,10.549093
-20.7,27,10.579266
-7.7,37,10.611775
-21.0,80,10.674433
-34.9,129,10.776231
-16.4,74,10.842403
-9.1,31,10.865458
-23.1,51,10.902127
-23.5,35,10.92872
-31.9,59,10.980346
-19.1,51,11.016564
-8.5,65,11.068391
-23.6,66,11.118292
-19.2,22,11.138388
-17.1,31,11.162657
32.0,130,11.27134
-16.5,25,11.293166
-22.5,25,11.31305
-6.2,12,11.324389
-12.0,20,11.340671
3.6,64,11.386214
-10.6,56,11.436138
-33.5,115,11.522154
-9.8,68,11.576682
-22.1,21,11.595117
-15.3,33,11.62581
-20.6,56,11.672622
-23.7,17,11.685872
15.5,105,11.767386
-15.3,153,11.895575
4.1,89,11.975259
-9.3,33,12.00264
-0.7,27,12.029191
-27.9,59,12.079195
-40.6,216,12.275347
-18.8,38,12.311121
-12.5,125,12.425833
-27.0,60,12.482027
-22.8,38,12.51714
-22.2,92,12.592122
-21.8,28,12.622744
-17.7,37,12.65741
-19.0,20,12.677096
-18.7,147,12.793174
-1.7,47,12.826408
-4.9,29,12.858586
-24.0,70,12.910377
-32.7,127,13.003512
-12.7,117,13.094082
-31.4,144,13.212091
7.0,110,13.305012
-30.3,63,13.355865
5.7,113,13.451445
-2.1,71,13.517014
-19.4,44,13.551199
-15.1,31,13.577227
-27.2,62,13.625103
-22.9,49,13.668267
13.9,31,13.693244
-29.9,59,13.730986
-21.1,261,13.927172
-16.6,96,14.026757
1.6,104,14.131494
-26.0,110,14.203243
-2.5,115,14.302588
-18.7,67,14.349121
13.0,60,14.397169
-20.1,41,14.431219
-22.4,14,14.44123
-11.1,51,14.484024
15.1,119,14.571707
-0.5,15,14.583378
-8.6,16,14.595825
-14.3,23,14.61268
-25.0,20,14.627661
-22.8,18,14.6422
-12.2,32,14.66592
-16.9,69,14.718391
-42.1,161,14.833353
-16.5,45,14.871391
-23.9,19,14.883427
-14.6,96,14.965894
-14.1,81,15.022521
-7.3,33,15.048252
-27.8,128,15.135775
-6.8,58,15.180242
-19.0,20,15.191267
-16.1,141,15.288061
-9.4,44,15.317037
-5.0,130,15.409076
-15.6,326,15.677448
-28.8,138,15.818543
-13.9,19,15.831049
-15.9,19,15.848114
-12.1,121,15.93988
-21.6,66,16.006138
-3.2,42,16.046131
-9.5,75,16.130262
-8.0,70,16.218069
-11.0,60,16.2859
-1.1,51,16.321286
-13.0,120,16.429265
-27.1,51,17.242058
-30.7,67,17.305159
-19.0,40,17.338521
-12.5,65,17.403072
-21.8,68,17.4558
-19.9,39,17.483282
-24.4,34,17.509504
-14.0,70,17.56303
-16.9,79,17.624174
-18.8,208,17.777352
-7.8,28,17.800075
-25.4,124,17.904258
-6.9,29,17.932991
-26.4,54,17.980491
-7.1,31,18.009811
-7.2,22,18.030194
1.6,44,18.070305
-20.4,74,18.134498
-20.7,127,18.23649
-17.5,135,18.365023
-29.9,79,18.422039
-32.0,130,18.538323
-22.0,160,18.667357
-28.5,85,18.735199
-11.1,51,18.783392
12.3,17,18.80391
-22.7,47,18.84186
-35.6,86,18.932552
12.4,116,19.036047
-3.1,31,19.064626
-33.8,168,19.205152
-20.5,85,19.277803
-5.8,28,19.298994
-4.4,84,19.367484
-25.6,26,19.386237
-21.2,42,19.427535
-28.0,30,19.448852
-14.9,49,19.490395
-14.4,54,19.530414
-18.7,27,19.553043
-20.1,111,19.641377
-18.1,201,19.809489
-28.7,107,19.905224
-14.9,89,19.99499
-12.6,36,20.031343
-5.0,20,20.048609
-11.5,35,20.078181
26.6,124,20.192256
-8.6,36,20.226034
-18.8,18,20.238235
-26.0,50,20.281281
-20.6,76,20.352891
-7.5,55,20.399164
-18.0,50,20.443069
-23.2,22,20.456125
-9.8,38,20.492289
-9.9,39,20.526641
12.3,77,20.588521
-20.2,72,20.647029
1.8,82,20.715012
-10.6,76,20.778107
-35.7,157,20.899117
-21.2,122,21.013543
-26.0,140,21.147178
4.3,67,21.205889
-28.0,110,21.294315
-6.6,66,21.352703
-24.1,41,21.390011
-28.9,149,21.509116
-3.4,134,21.628773
1.1,59,21.677128
-20.8,78,21.736144
-4.5,155,21.840014
16.9,251,22.054468
-26.0,90,22.137287
-6.9,49,22.179146
-31.1,171,22.315827
-9.6,66,22.374217
-4.9,29,22.395189
-37.3,93,22.465485
-28.5,45,22.504611
-25.5,235,22.686093
-16.6,136,22.802998
-15.7,77,22.87936
-22.9,69,22.938477
3.9,51,22.973083
-8.6,106,23.051758
11.7,63,23.102651
-22.1,21,23.116411
-3.5,15,23.132108
-21.5,35,23.162796
-4.5,55,23.221106
-20.5,65,23.27608
2.7,163,23.399096
4.3,87,23.461594
-10.5,45,23.500287
-21.1,71,23.562276
-4.4,84,23.622442
-27.9,39,23.650416
-32.9,149,23.757581
9.3,37,23.780907
-8.6,36,23.808994
-12.2,72,23.85861
-1.0,30,23.887742
-6.4,54,23.926084
8.9,61,23.965329
6.0,60,24.012568
-19.6,26,24.036487
6.2,128,24.12798
-23.5,55,24.160711
-27.8,128,24.254184
-12.6,36,24.28261
-16.3,103,24.35296
-23.7,97,24.413031
12.7,53,24.46217
-3.0,130,24.572061
-0.9,49,24.605716
-12.1,101,24.672449
-8.5,365,24.916004
-21.7,177,25.034447
6.5,75,25.086469
7.2,118,25.172436
-6.7,27,25.188356
-14.5,85,25.25877
6.9,131,25.38522
12.5,235,25.575437
-24.1,61,25.613365
-3.5,65,25.671364
-26.2,32,25.695333
-18.8,268,25.885123
-4.5,25,25.902449
7.9,51,25.949499
-7.6,46,25.980164
-23.3,73,26.031385
-18.2,52,26.064581
-5.6,76,26.132367
-18.8,18,26.150397
10.4,66,26.196595
9.7,153,26.324458
-2.3,53,26.375102
-25.9,119,26.481865
7.1,39,26.511511
19.4,116,26.626501
-18.8,18,26.644542
-21.5,15,26.662147
-21.7,67,26.725264
4.5,45,26.769977
-6.5,25,26.802001
-25.7,77,26.866935
-19.2,22,26.885308
12.1,59,26.935419
6.1,89,27.029707
-16.1,121,27.125504
2.7,373,27.387789
-3.1,161,27.523882
-8.7,67,27.592139
13.8,52,27.633105
-22.5,235,27.80889
-16.1,191,27.950679
-16.9,129,28.051691
-27.2,62,28.09235
0.5,45,28.120981
-10.9,29,28.145564
-7.1,201,28.292432
-19.8,28,28.312511
-2.3,43,28.345936
-14.6,126,28.43699
31.8,72,28.501321
-20.6,36,28.534458
-4.0,70,28.59242
-2.1,61,28.631413
-26.3,223,28.809336
7.6,44,28.84034
9.7,213,28.982201
-11.1,31,29.006735
-10.1,111,29.091617
-22.0,30,29.11089
-2.3,53,29.150156
-9.3,43,29.179495
-11.3,93,29.257868
-14.9,69,29.314176
-1.5,35,29.337384
-15.5,95,29.397128
-9.9,39,29.433532
-24.4,114,29.507061
0.3,167,29.645153
-5.3,213,29.819144
11.7,93,29.904518
-30.1,61,29.942797
5.5,15,29.956519
-5.6,156,30.068636
-10.1,41,30.109116
-19.6,46,30.143195
-3.1,31,30.166338
-8.6,36,30.193425
48.9,101,30.277067
5.9,31,30.29612
-4.8,18,30.309205
7.6,64,30.353011
-9.0,80,30.430314
3.2,28,30.452735
-16.3,23,30.467374
-5.7,57,30.513125
10.8,72,30.582431
11.8,92,30.646406
-9.8,68,30.696002
-8.9,49,30.731404
-22.6,56,30.780733
-7.5,15,30.791816
-10.7,87,30.84817
-2.3,113,30.928699
-5.5,45,30.96517
-28.3,183,31.102302
-15.2,22,31.114322
-7.6,86,31.181368
0.4,16,31.197181
23.3,47,31.23303
25.8,72,31.283786
28.0,110,31.36661
12.4,56,31.418976
-20.8,58,31.465904
-0.3,53,31.501365
-21.2,22,31.515207
-11.7,17,31.529243
-11.5,25,31.555949
-20.8,148,31.674196
-7.7,77,31.733194
-11.3,143,31.864243
-1.1,121,31.968283
30.7,73,32.032049
-15.7,117,32.115693
7.4,26,32.142818
16.0,170,32.264512
3.1,79,32.331356
21.3,157,32.445091
-10.2,52,32.490137
21.0,60,32.53496
-9.3,33,32.561429
2.4,36,32.592232
0.7,63,32.645427
-6.2,32,32.666182
29.9,41,32.694397
-9.4,44,32.723241
-13.1,31,32.755895
-32.4,94,32.825123
-14.2,92,32.89246
22.4,66,32.93414
-6.5,25,32.965699
-15.2,82,33.036455
-14.7,127,33.126456
-14.0,30,33.142772
9.0,80,33.46984
9.3,17,33.489018
-2.7,67,33.539271
-16.2,12,33.546334
-25.6,86,33.634521
-2.1,241,33.814838
-10.9,219,34.012231
-20.1,101,34.08696
23.8,92,34.165794
-21.4,64,34.219691
-7.8,48,34.258224
7.4,136,34.354688
-8.8,188,34.500643
8.7,123,34.584238
-8.1,101,34.673178
-17.0,120,34.754334
-4.8,38,34.795108
8.1,149,34.905489
21.2,98,34.978268
17.0,80,35.037597
-12.4,74,35.102391
-15.7,147,35.206856
-19.8,108,35.280418
-2.8,58,35.322732
11.3,207,35.494194
3.3,117,35.571313
24.6,104,35.660293
-1.0,40,35.685742
-7.4,44,35.733227
15.4,176,35.863134
-13.3,83,35.92007
4.5,45,35.953307
24.9,111,36.049165
24.0,110,36.151086
36.6,84,36.227058
-5.0,90,36.298266
-7.1,31,36.332177
-15.4,64,36.381281
-11.1,31,36.401594
-1.3,43,36.431162
6.7,83,36.49843
19.4,136,36.604858
-9.9,59,36.663386
-24.0,150,36.76545
1.5,195,36.926925
-5.1,51,36.96244
2.6,34,36.982866
8.7,23,37.000735
-1.8,78,37.070369
13.0,100,37.149477
2.4,36,37.176118
-24.5,85,37.250779
18.2,48,37.305425
-7.1,51,37.340021
-13.1,31,37.364434
1.2,128,37.453038
-15.1,31,37.482538
-12.4,34,37.510694
22.4,46,37.545084
-13.1,31,37.567689
-4.8,38,37.602172
-16.2,32,37.631236
-9.8,48,37.670408
32.9,61,37.718114
-6.4,34,37.750464
16.1,79,37.810318
10.2,38,37.837491
10.1,29,37.857006
27.3,57,37.914145
-19.6,126,38.001119
9.6,44,38.035872
11.9,41,38.06418
-18.2,32,38.098426
-2.1,91,38.16105
7.4,66,38.205144
-12.9,89,38.286795
-11.7,37,38.326743
-14.8,38,38.362493
-0.4,104,38.441165
-4.8,38,38.474372
-1.5,15,38.492611
14.6,164,38.614627
19.3,67,38.671509
4.2,38,38.697852
9.6,214,38.865372
11.2,178,38.999337
-3.2,22,39.024423
-17.5,55,39.060249
-9.4,24,39.087255
32.4,86,39.158639
-0.4,14,39.168427
-2.9,29,39.189032
6.4,66,39.245122
-25.3,53,39.281742
-9.2,22,39.297432
-12.8,98,39.369833
-18.3,83,39.435376
-19.6,86,39.506048
-6.8,38,39.53611
-1.5,45,39.572739
22.9,51,39.62434
13.9,61,39.678092
15.8,52,39.715066
-11.7,167,39.843314
-13.1,71,39.902781
72.7,153,40.017441
-4.4,104,40.098051
24.3,37,40.123427
18.9,61,40.18736
29.4,76,40.246486
9.8,22,40.263285
-21.6,26,40.283629
-9.0,80,40.367069
-1.0,30,40.395041
16.5,95,40.4876
-1.7,47,40.526017
22.8,102,40.613092
28.8,62,40.675004
17.9,131,40.765799
-1.8,28,40.784473
0.6,24,40.812197
4.8,32,40.84312
8.1,109,40.925425
-13.4,24,40.941605
34.5,225,41.120398
-2.9,69,41.178622
2.9,41,41.214603
15.0,290,41.441142
14.5,135,41.563096
-1.5,215,41.730392
-3.1,51,41.766297
-11.3,33,41.787634
8.3,47,41.842953
-1.6,36,41.87001
21.8,52,41.91335
-3.7,37,41.944175
27.6,74,42.016454
27.3,107,42.098137
11.0,50,42.135257
17.5,125,42.228466
25.7,103,42.316152
-0.7,27,42.3386
15.0,240,42.526064
2.5,65,42.593693
-7.2,42,42.650793
-20.7,87,42.727597
-12.8,38,42.758342
71.0,100,42.83842
-14.6,96,42.920129
20.2,88,42.992064
31.9,41,43.029242
52.6,114,43.113339
27.8,52,43.165945
-3.1,31,43.185946
4.0,60,43.231197
-5.9,19,43.248487
24.8,62,43.307811
-0.6,106,43.390264
-3.3,73,43.452999
-0.6,36,43.482371
-1.2,92,43.560485
-2.1,61,43.60994
-1.0,110,43.707408
1.7,23,43.72724
-6.7,27,43.756519
0.5,105,43.829384
-17.2,42,43.860408
20.9,51,43.904571
13.0,100,43.990423
-8.3,23,44.011362
0.0,80,44.074237
-3.9,79,44.136291
17.0,100,44.220632
6.0,20,44.235159
-2.6,16,44.24647
21.0,40,44.276838
42.1,79,44.350075
8.3,47,44.389107
16.6,34,44.412697
-25.0,60,44.456176
-11.4,44,44.495939
21.3,127,44.590492
-17.6,26,44.610292
18.6,64,44.659265
18.3,257,44.913286
-12.2,52,44.960309
15.4,76,45.026088
-9.3,33,45.04853
3.6,24,45.082118
20.4,116,45.174473
25.0,180,45.302211
-3.2,22,45.325309
-26.6,96,45.403097
-9.5,225,45.569254
-4.9,79,45.63441
50.9,91,45.719383
-3.5,35,45.753022
11.4,26,45.784164
12.0,100,45.864299
-2.0,50,45.905115
-19.6,46,45.948077
2.2,118,46.037099
-17.7,17,46.050108
0.6,74,46.11004
35.7,63,46.172756
7.5,15,46.186311
4.5,65,46.24277
35.4,136,46.345997
5.0,180,46.496071
23.3,67,46.545855
23.3,37,46.573317
2.4,26,46.5889
-12.1,21,46.614228
-19.0,60,46.660399
-13.8,28,46.679594
15.7,123,46.786252
7.6,94,46.869174
-1.9,19,46.890767
8.6,54,46.94011
-2.0,40,46.972751
11.9,121,47.076444
15.4,116,47.17797
21.4,36,47.206655
4.4,56,47.248992
6.2,38,47.289387
17.4,56,47.333586
-8.9,69,47.382414
18.4,46,47.421699
-3.8,28,47.456424
-13.3,53,47.501085
-3.1,31,47.528259
3.2,18,47.540282
10.5,45,47.59164
38.1,69,47.651561
-2.6,16,47.662962
6.1,19,47.676276
51.8,122,47.78309
52.5,65,47.837852
-2.4,34,47.864513
1.5,25,47.882253
-8.0,60,47.938576
-14.2,32,47.965887
12.1,29,47.990201
-20.0,30,48.014275
19.0,110,48.117055
16.6,84,48.186021
1.8,22,48.209358
36.4,156,48.33105
28.3,57,48.391185
0.1,19,48.405466
24.2,68,48.459994
4.1,39,48.485791
-25.2,62,48.543011
5.8,62,48.587159
20.7,113,48.675032
-9.7,37,48.705443
-0.3,23,48.736079
31.4,96,48.812627
16.8,72,48.873235
-3.3,33,48.895954
4.0,110,48.988723
-8.1,41,49.02505
5.0,50,49.070125
46.8,92,49.156121
32.4,86,49.242388
12.2,38,49.278486
1.7,23,49.297497
26.8,122,49.392677
-3.6,26,49.420799
-6.4,54,49.467035
-0.6,36,49.49414
16.9,51,49.537208
28.0,150,49.662255
0.8,22,49.679287
-2.3,73,49.751414
7.4,26,49.777245
8.9,41,49.816424
15.3,37,49.842829
7.1,39,50.325561
39.5,145,50.44574
21.8,122,50.55661
-14.0,50,50.59032
19.8,132,50.688201
3.4,46,50.728312
39.3,57,50.787438
37.4,76,50.84247
11.8,72,50.905964
26.5,135,51.013165
-14.7,27,51.047092
0.2,28,51.072101
-3.1,31,51.097157
9.9,71,51.147013
26.1,59,51.208472
11.3,37,51.244432
-3.7,37,51.278603
4.4,36,51.311822
-3.5,15,51.328456
-8.1,41,51.369498
23.4,56,51.415316
43.8,122,51.517121
-1.7,17,51.534134
11.5,55,51.585884
20.6,74,51.643083
-5.5,15,51.655286
52.1,119,51.764163
0.9,31,51.795432
23.0,120,51.888055
-7.4,44,51.92597
29.4,56,51.979745
-3.0,40,52.006071
14.9,101,52.093496
-8.0,50,52.13175
4.0,100,52.222312
-16.3,43,52.255986
15.4,76,52.31949
10.8,32,52.34504
27.9,141,52.459463
4.0,40,52.489125
61.9,121,52.582119
-3.9,19,52.594144
12.1,89,52.676179
3.6,84,52.741039
-11.8,28,52.766069
-4.9,29,52.792412
-4.1,61,52.852051
33.8,122,52.956287
38.5,165,53.093578
18.8,22,53.108122
-9.6,26,53.13304
27.7,63,53.191117
30.8,62,53.242503
36.4,36,53.273027
6.6,34,53.308299
-3.7,17,53.322211
24.2,68,53.37823
-15.0,60,53.440254
33.2,78,53.523286
-4.1,41,53.562732
20.9,71,53.623444
-2.8,38,53.658407
5.8,22,53.687675
57.1,89,53.767044
-7.8,88,53.837866
-17.3,13,53.847587
32.9,51,53.903597
10.0,70,53.959208
-1.4,64,54.007224
9.7,13,54.020185
20.6,124,54.130192
39.3,97,54.205977
-1.8,48,54.247739
37.9,81,54.318343
-6.2,32,54.355893
-0.1,71,54.405837
-6.3,23,54.420484
-4.7,47,54.456316
-6.8,38,54.495234
13.7,33,54.520072
-2.8,48,54.562648
8.5,45,54.597612
-14.3,53,54.644689
20.5,55,54.686427
37.0,80,54.745085
7.4,66,54.813086
-11.5,15,54.824206
-5.8,48,54.869007
19.6,74,54.935326
14.7,133,55.048527
31.8,92,55.126496
10.5,45,55.159618
-4.8,18,55.175849
0.9,31,55.199806
-4.9,49,55.249081
10.3,47,55.288439
-7.4,24,55.308496
12.0,20,55.329131
4.3,47,55.370023
38.4,76,55.435068
-25.3,33,55.458184
3.6,34,55.48525
-1.4,24,55.516105
-1.3,33,55.550013
-5.2,42,55.600996
9.5,175,55.755053
8.2,78,55.841146
9.5,95,55.918467
3.9,51,55.956304
0.2,28,55.979083
13.2,48,56.028517
17.6,74,56.083073
18.9,31,56.11215
10.5,35,56.138389
27.0,70,56.203648
18.5,15,56.220166
13.9,51,56.260539
9.0,50,56.307236
1.9,31,56.339997
-16.2,72,56.391513
13.2,48,56.437182
2.7,83,56.506116
20.2,28,56.537594
27.2,98,56.618179
27.1,99,56.699062
14.1,49,56.733394
44.2,128,56.860625
19.5,65,56.910592
-2.2,32,56.936806
22.0,50,56.976737
52.7,83,57.05151
52.0,50,57.094221
19.6,54,57.144409
-4.9,49,57.178564
31.3,127,57.281576
24.4,46,57.318283
35.2,98,57.39361
21.8,82,57.455812
23.1,29,57.48353
10.0,40,57.517794
9.2,28,57.541177
12.5,175,57.678484
18.4,76,57.758524
3.0,20,57.773376
0.7,53,57.835191
7.4,106,57.922822
-6.1,41,57.965662
26.9,151,58.077159
3.0,130,58.185489
-0.3,53,58.228432
5.7,13,58.240245
12.8,52,58.289568
24.0,30,58.312198
20.6,54,58.359076
19.3,57,58.415025
20.1,69,58.467085
36.0,90,58.539144
29.7,83,58.601183
54.3,117,58.709431
17.3,57,58.758046
5.0,30,58.778813
35.5,45,58.824484
28.1,79,58.902282
62.6,114,59.020325
10.6,34,59.061367
20.6,24,59.080489
31.0,60,59.134941
8.6,14,59.144353
9.0,60,59.195145
16.0,30,59.221984
76.1,129,59.342504
-12.3,43,59.379088
6.3,87,59.445432
8.9,161,59.563339
-10.1,41,59.608233
-3.6,26,59.628288
25.7,43,59.668531
33.6,74,59.730681
10.8,32,59.764476
30.6,64,59.824229
26.0,30,59.849312
65.8,122,59.9709
1.7,23,59.996224
39.1,119,60.107521
-9.9,19,60.123029
57.6,124,60.222069
15.2,48,60.267005
13.9,81,60.327356
35.5,55,60.375762
28.3,77,60.437384
41.1,109,60.541568
3.8,22,60.567043
7.4,156,60.691554
47.7,83,60.764188
9.0,70,60.831269
34.3,107,60.919293
-5.2,42,60.956003
-1.4,44,60.993268
-8.9,29,61.029286
24.5,55,61.072584
30.3,77,61.137064
10.7,23,61.155835
28.1,89,61.234495
86.4,186,61.38009
11.5,35,61.407648
-4.6,56,61.452583
53.0,200,61.62751
-8.0,30,61.651044
1.9,21,61.67225
42.1,69,61.737459
9.5,35,61.773156
22.3,57,61.830422
-0.1,21,61.84705
43.8,42,61.885376
40.3,77,61.960141
-10.0,30,61.986101
3.8,42,62.023958
35.4,96,62.11487
-8.6,56,62.168085
18.8,112,62.266255
23.7,23,62.29216
14.9,31,62.318235
9.4,26,62.346405
1.6,14,62.36019
0.5,65,62.412307
23.5,45,62.448937
21.0,40,62.492122
29.6,54,62.538064
-13.0,40,62.565516
18.2,48,62.602339
42.5,75,62.674321
-0.8,38,62.709058
18.3,97,62.794324
17.4,36,62.832491
32.3,37,62.877258
27.5,85,62.944715
20.0,30,62.972664
-11.3,73,63.030869
3.8,62,63.092777
59.3,87,63.167169
41.0,80,63.237261
41.1,59,63.286021
13.8,42,63.326231
42.1,89,63.400933
8.2,38,63.428485
56.7,73,63.486099
-1.4,24,63.514205
6.9,61,63.559237
33.0,110,63.647448
9.1,19,63.663157
37.7,63,63.721112
11.4,26,63.739202
-6.5,25,63.759198
21.6,54,63.80102
28.5,35,63.845445
16.8,62,63.904751
12.7,43,63.942913
11.7,83,64.014383
9.1,79,64.093843
38.7,63,64.144256
-3.5,55,64.191424
19.5,95,64.281162
34.5,55,64.342346
12.4,76,64.407815
-9.9,19,64.433051
-2.6,16,64.446094
15.2,28,64.480929
26.0,70,64.54191
22.4,56,64.592074
16.4,56,64.635988
-4.3,33,64.669274
-5.0,40,64.708587
18.6,64,64.758022
-11.7,77,64.826473
14.3,37,64.874296
25.7,113,64.958774
9.0,30,64.983387
45.9,141,65.094354
8.2,38,65.134104
-5.4,24,65.152914
42.2,78,65.217972
33.9,101,65.29731
0.5,35,65.330873
18.2,28,65.361161
25.9,81,65.434338
17.2,68,65.484233
21.8,52,65.536159
33.2,78,65.600745
-12.4,34,65.62798
42.2,118,65.721027
1.9,21,65.748307
10.9,21,65.764312
40.3,137,65.891088
24.0,30,65.923136
16.0,60,65.978379
19.4,76,66.049974
58.2,98,66.152122
10.2,68,66.216274
24.3,57,66.277724
46.2,88,66.38319
26.4,46,66.438052
53.2,78,66.529028
-5.9,39,66.571651
27.1,109,66.679226
7.3,37,66.716941
41.3,57,66.761022
-4.5,45,66.806396
-8.0,50,66.850867
10.5,45,66.89434
15.0,50,66.934682
7.4,26,66.967001
43.0,120,67.069319
5.2,28,67.094405
11.1,19,67.108764
23.6,74,67.176796
31.5,45,67.21467
-3.7,37,67.248041
37.4,76,67.311598
4.5,25,67.339263
28.6,104,67.423166
-4.2,32,67.446871
47.3,97,67.533779
14.9,71,67.616912
29.7,83,67.703303
23.3,27,67.73033
25.9,51,67.782429
20.9,31,67.819916
