#{"t_start": 1762723967.3880177, "env_id": "None"}
r,l,t
186.2,138,168.671178
12.4,16,168.686239
15.2,18,168.707731
246.0,200,168.969958
142.2,108,169.094913
24.8,22,169.121983
45.5,45,169.173499
117.4,86,169.271885
104.4,86,169.369325
56.6,44,169.42289
67.1,49,169.477369
57.9,51,169.529127
73.4,56,169.612295
20.3,17,169.636416
125.1,89,169.754366
79.8,62,169.838019
2.5,15,169.862695
57.3,57,169.942393
44.9,41,169.997761
151.6,124,170.153023
120.0,110,170.296911
36.5,35,170.339242
322.8,232,170.589002
296.0,230,170.843383
82.2,68,170.923852
170.5,125,171.051943
139.8,92,171.161548
54.5,45,171.210295
186.3,157,171.382397
61.1,69,171.459889
23.1,29,171.492203
69.0,70,171.57065
43.7,43,171.637969
135.1,149,171.788207
152.2,108,171.900216
48.2,48,172.171348
60.6,44,172.230985
106.1,89,172.327859
32.1,39,172.368015
101.1,69,172.455771
41.7,33,172.501882
72.5,55,172.567381
108.4,86,172.671963
214.1,139,172.818347
127.4,116,172.947716
125.2,108,173.061937
-4.1,21,173.080425
163.1,129,173.209807
208.8,152,173.374269
40.1,39,173.412361
50.5,45,173.463885
27.7,23,173.487035
210.6,154,173.663555
42.6,34,173.695236
154.4,116,173.811415
10.6,14,173.82599
134.2,108,173.94926
119.7,113,174.068159
42.6,34,174.106317
118.3,97,174.200909
143.8,112,174.324936
77.7,63,174.391243
88.0,60,174.456107
132.2,108,174.573721
30.0,30,174.619661
121.3,97,174.738935
45.1,39,174.784949
39.0,30,174.816883
64.4,46,174.878052
53.7,53,174.930947
104.5,75,175.011954
37.9,41,175.05695
99.8,82,175.150994
170.9,111,175.269075
103.3,67,175.33926
109.9,81,175.420856
91.0,70,175.513412
124.8,82,175.593416
181.0,140,175.745391
71.6,54,175.802115
123.0,100,175.917725
43.5,45,175.974529
118.1,99,176.073945
231.7,183,176.258962
77.9,61,176.330244
229.0,170,176.507508
138.1,109,176.618073
12.4,16,176.6379
146.6,94,176.77493
48.0,40,176.821008
78.6,64,176.899106
30.4,26,176.925288
127.0,120,177.071948
30.3,37,177.113381
68.5,55,177.173951
65.3,47,177.222254
23.0,20,177.248395
91.0,70,177.330928
233.3,167,177.503246
75.4,66,177.574982
295.6,194,177.797057
137.8,102,177.928318
65.3,47,177.975318
115.3,87,178.066761
87.1,69,178.154957
76.4,66,178.216882
46.4,46,178.266408
87.2,68,178.342897
91.7,73,178.426329
25.0,20,178.44771
55.4,46,178.497155
64.6,44,178.542982
37.2,28,178.582275
135.9,101,178.698224
115.6,94,178.800408
57.0,60,178.872685
23.9,21,178.899642
58.8,42,178.953997
66.0,50,179.010955
102.9,71,179.093558
173.6,144,179.264435
233.4,146,179.417768
132.8,72,179.491477
42.4,36,179.527737
24.1,19,179.546983
41.9,31,179.585356
173.2,128,179.734891
119.6,94,179.843
193.1,129,180.002143
40.1,39,180.041871
104.2,78,180.122964
130.5,115,180.245381
141.7,123,180.377841
85.6,74,180.456978
88.8,72,180.550834
83.5,65,180.626962
24.1,19,180.657032
200.1,149,180.879897
57.9,41,180.934968
63.3,47,180.994561
146.8,112,181.137982
93.9,71,181.227203
50.8,52,181.289938
17.6,14,181.315289
31.1,19,181.34699
23.9,21,181.372035
245.5,185,181.573038
129.9,81,181.652106
272.5,215,181.907244
17.9,21,181.930894
174.1,139,182.081061
6.0,10,182.091084
57.0,50,182.153442
75.5,65,182.228103
225.8,172,182.413296
108.1,79,182.493927
64.6,54,182.556507
91.6,64,182.628381
47.5,35,182.665262
164.6,114,182.796248
111.7,123,182.936196
226.0,170,183.114028
275.3,207,183.373051
83.1,49,183.421354
144.5,105,183.566186
96.4,76,183.644914
78.4,66,183.721218
56.5,45,183.77599
33.8,22,183.807973
101.2,78,183.892738
114.0,80,183.973384
299.2,208,184.183889
145.7,103,184.299292
88.0,60,184.369337
207.1,149,184.536829
91.3,77,184.619119
92.8,82,184.720437
287.3,207,184.9413
167.5,125,185.066332
199.4,146,185.24398
57.2,48,185.304204
61.0,40,185.36317
189.5,135,185.530065
192.0,130,185.667249
163.4,106,185.800529
16.9,11,185.812579
196.7,153,185.982307
53.6,44,186.029262
14.1,39,186.083793
455.6,354,186.477882
137.1,89,186.581231
75.2,48,186.631132
221.5,155,186.814945
72.3,47,186.863247
161.4,126,187.002626
159.4,106,187.118114
133.7,103,187.241617
13.0,20,187.266184
216.3,157,187.4347
61.7,43,187.486823
36.3,27,187.529534
291.8,232,187.80135
43.9,41,187.85059
82.9,71,187.926295
133.9,81,188.024218
78.6,54,188.081192
223.5,145,188.227316
515.9,381,188.617941
95.7,63,188.700348
88.6,74,188.790195
282.8,212,189.017774
26.4,26,189.042245
105.6,84,189.149251
207.6,154,189.315009
79.0,60,189.383873
37.4,26,189.412155
278.0,190,189.63241
95.2,68,189.723857
325.4,246,190.03216
280.9,191,190.236312
34.9,31,190.278081
164.8,112,190.400493
125.4,106,190.506078
72.7,43,190.552244
163.5,135,190.716369
238.1,179,190.916174
231.6,174,191.096446
180.7,123,191.232862
45.3,37,191.287411
99.7,63,191.356134
223.1,139,191.501488
244.9,151,191.657182
153.3,117,191.80326
182.5,125,191.968034
206.6,144,192.13431
145.6,94,192.243378
70.9,51,192.310134
446.6,284,192.632959
73.6,54,192.712341
96.4,66,192.79363
198.9,161,192.996459
46.6,44,193.050951
203.5,145,193.206272
7.0,20,193.229237
222.8,142,193.3948
11.5,15,193.411249
209.6,154,193.580007
106.0,70,193.656905
149.0,110,193.783885
129.0,100,193.903941
171.3,127,194.066133
51.8,42,194.112724
174.4,126,194.269502
90.3,77,194.347996
116.6,84,194.443286
276.6,184,194.641867
134.9,101,194.774363
242.6,144,195.275139
164.3,107,195.398158
88.9,71,195.470894
120.2,88,195.571885
96.6,64,195.638976
71.8,62,195.711944
93.4,66,195.781408
84.0,80,195.88773
81.5,65,195.956401
79.0,60,196.026162
521.1,349,196.446216
239.2,168,196.644192
141.1,99,196.751398
193.8,142,196.923598
128.3,87,197.017639
294.6,204,197.260118
53.8,42,197.305288
207.6,144,197.471077
315.8,212,197.701924
162.7,113,197.836366
30.4,26,197.867272
294.2,208,198.110448
215.2,158,198.284147
102.0,60,198.374678
175.8,132,198.529377
134.4,86,198.634101
110.1,99,198.735362
19.6,14,198.753886
150.6,114,198.887709
190.4,126,199.017687
70.9,51,199.070885
115.7,83,199.168973
199.2,158,199.332792
565.6,384,199.751415
49.1,39,199.801016
94.3,67,199.897039
63.5,45,199.946453
149.2,98,200.052382
85.1,69,200.128368
78.6,54,200.202229
162.5,115,200.331737
224.6,154,200.524642
322.3,227,200.786297
290.1,189,201.005007
87.1,69,201.076402
286.9,211,201.307255
117.7,83,201.397728
178.7,123,201.549937
106.7,93,201.653261
178.5,145,201.820114
111.2,78,201.91244
23.9,21,201.947289
385.9,291,202.261256
220.3,157,202.432137
37.6,24,202.460254
65.5,45,202.527298
27.5,25,202.562214
81.7,73,202.661816
85.3,67,202.744915
28.4,26,202.785479
138.7,103,202.911854
32.2,28,202.947377
27.7,23,202.976018
196.5,145,203.14096
253.9,171,203.319112
48.2,28,203.34782
60.8,52,203.402195
82.6,64,203.480622
25.3,27,203.509259
151.9,111,203.63402
136.4,86,203.724898
104.2,78,203.817241
35.6,34,203.856644
73.4,56,203.918442
216.4,146,204.093507
405.4,266,204.415004
32.9,31,204.445262
24.1,19,204.462782
212.5,155,204.621278
279.7,193,204.862571
56.1,49,204.917015
76.1,59,204.991267
115.7,83,205.081229
208.9,151,205.256155
67.3,47,205.305511
113.0,80,205.391432
156.3,137,205.536421
47.3,37,205.585374
59.9,41,205.631276
60.6,44,205.674932
122.9,91,205.772171
51.1,29,205.81392
74.5,55,205.873238
66.2,48,205.92977
28.6,24,205.960943
175.1,109,206.094311
195.1,119,206.222523
83.5,65,206.289338
50.9,41,206.327036
49.3,37,206.375429
67.1,39,206.411197
130.3,107,206.529188
276.8,202,206.765464
327.4,256,207.094398
173.8,112,207.216232
196.7,133,207.361195
84.4,56,207.427014
45.1,29,207.467697
65.5,45,207.515125
17.8,12,207.529168
126.7,93,207.639994
57.4,46,207.703667
122.0,80,207.796972
305.2,208,208.044961
90.3,77,208.131312
251.2,168,208.322058
27.5,25,208.350543
37.6,34,208.39192
75.4,46,208.441143
91.4,76,208.540874
63.7,43,208.586964
186.2,138,208.737195
33.1,29,208.768131
75.4,56,208.837166
50.0,40,208.879386
102.2,68,208.951187
287.8,202,209.194107
54.7,33,209.243972
222.2,138,209.406877
27.5,25,209.434966
61.3,57,209.495041
70.7,53,209.558396
151.7,113,209.677686
20.5,15,209.692923
53.8,42,209.737222
426.0,280,210.055224
134.6,104,210.166459
67.3,57,210.224209
44.8,32,210.257382
94.8,72,210.353426
92.5,65,210.422289
106.0,70,210.497056
293.9,201,210.754157
237.6,164,210.962175
49.1,39,211.013563
135.3,97,211.124584
97.3,77,211.207909
79.7,63,211.300141
77.7,63,211.382751
455.7,303,211.736851
70.5,55,211.793659
163.4,136,211.956209
194.0,120,212.086129
90.7,63,212.156961
148.6,114,212.285182
149.7,103,212.406896
213.6,154,212.569932
42.8,32,212.603201
143.6,104,212.722162
174.2,128,212.873165
369.5,245,213.144491
30.4,26,213.167137
57.4,46,213.213425
21.2,18,213.238487
143.4,126,213.371296
173.5,115,213.520146
26.2,28,213.558215
141.8,102,213.683253
29.1,29,213.70998
66.0,50,213.767652
42.9,41,213.811695
97.0,60,213.892225
73.6,54,213.944973
41.9,31,213.975368
199.4,136,214.131176
106.9,81,214.238092
96.0,70,214.307692
33.8,32,214.34336
62.8,52,214.407084
46.4,46,214.46434
248.0,180,214.662325
126.7,93,214.755291
75.2,58,214.818876
127.6,104,214.934249
77.9,61,214.997334
84.4,66,215.08125
40.8,32,215.113322
131.7,93,215.230572
127.6,84,215.324224
115.0,90,215.419091
230.5,165,215.609836
86.0,70,215.705051
33.1,19,215.72418
225.5,155,215.893323
64.6,54,215.955238
162.5,105,216.082217
93.2,58,216.14696
52.9,41,216.191206
192.9,141,216.338414
293.5,215,216.582187
117.7,73,216.669236
94.3,47,216.721204
228.0,170,216.903064
159.8,112,217.034631
262.6,174,217.240392
63.5,45,217.293922
26.7,33,217.327324
86.7,63,217.408302
163.4,136,217.550998
193.1,139,217.700873
193.1,119,217.856918
195.8,142,218.029425
41.2,18,218.050931
20.3,17,218.069314
270.2,178,218.76036
2.4,36,218.804405
97.7,73,218.881817
42.1,39,218.925521
228.9,161,219.106306
255.0,170,219.308438
120.2,78,219.395276
137.4,106,219.515122
224.8,152,219.684139
129.4,86,219.792519
64.6,44,219.836049
102.2,68,219.922682
105.8,72,220.00745
212.0,140,220.182698
95.9,81,220.271213
269.4,206,220.501133
310.4,226,220.744717
101.3,77,220.833183
161.6,124,220.968658
258.4,166,221.176946
258.4,176,221.378682
108.7,83,221.480115
3.0,10,221.494115
185.2,128,221.64167
154.6,114,221.761225
334.2,248,222.041616
205.7,133,222.214413
56.3,37,222.252409
263.4,186,222.4594
175.6,134,222.619472
232.7,143,222.776393
102.4,66,222.858925
21.2,18,222.875927
32.9,31,222.919134
203.0,120,223.053548
333.1,219,223.296407
169.7,123,223.42484
43.7,33,223.467474
98.8,72,223.546381
216.1,149,223.714446
268.5,195,223.921745
134.8,92,224.030564
96.8,62,224.099069
253.4,176,224.325769
60.1,39,224.373969
21.9,21,224.40466
117.3,87,224.503472
38.5,25,224.531515
182.5,125,224.684621
307.6,214,224.928805
49.1,49,224.978806
147.4,106,225.100436
129.4,86,225.1978
162.3,97,225.310642
376.4,266,225.602474
133.5,95,225.707441
58.3,47,225.761508
57.6,54,225.825239
112.1,89,225.920017
217.2,148,226.082495
133.7,93,226.187846
236.1,159,226.392663
109.6,84,226.493628
50.0,50,226.552135
207.7,163,226.740717
134.8,92,226.844226
13.9,11,226.853226
84.2,48,226.901382
187.7,133,227.048366
98.5,85,227.149864
91.6,54,227.213505
196.1,169,227.40521
69.1,39,227.449374
20.5,25,227.485809
289.2,198,227.707599
78.1,59,227.77165
183.4,116,227.901189
94.1,69,227.991192
148.3,97,228.097837
236.1,169,228.293379
326.1,209,228.538622
33.1,29,228.584353
126.7,93,228.692292
100.4,76,228.777082
66.4,46,228.82161
35.6,34,228.869135
100.9,61,228.936626
60.2,48,228.985759
33.1,29,229.021225
126.3,87,229.129744
49.3,37,229.168745
266.7,183,229.375073
120.4,86,229.474931
87.8,72,229.562064
201.3,127,229.694504
220.8,152,229.856745
451.4,286,230.176539
-20.1,21,230.217348
66.4,46,230.266355
91.0,70,230.342885
310.8,232,230.590632
210.2,178,230.816718
314.2,218,231.063474
102.1,89,231.159001
258.4,176,231.353902
14.2,18,231.380989
158.9,111,231.499823
51.8,42,231.552508
16.0,10,231.560508
77.0,60,231.640596
315.1,229,231.895869
83.5,55,231.953387
61.0,40,231.996382
140.2,108,232.123053
141.1,99,232.251688
311.0,210,232.47371
224.6,144,232.620966
28.6,24,232.657967
102.2,68,232.728444
109.4,86,232.82899
201.0,120,232.976068
360.1,259,233.271039
77.0,70,233.349827
34.9,31,233.384898
309.0,210,233.625939
47.5,35,233.673416
88.0,60,233.738925
68.9,61,233.803504
13.3,17,233.826167
159.1,109,233.958029
174.5,105,234.063573
97.9,71,234.135094
267.8,172,234.332667
90.7,63,234.410673
292.2,198,234.623636
226.2,148,234.786324
237.0,180,235.008689
282.5,205,235.260423
355.4,246,235.515448
114.8,72,235.590963
299.5,205,235.819089
156.0,100,235.933442
67.3,47,235.981435
72.7,43,236.028652
43.0,40,236.068655
220.5,155,236.245905
94.3,67,236.321421
38.5,25,236.352435
47.5,25,236.381951
31.3,27,236.418953
123.8,82,236.50683
58.3,47,236.556345
197.6,134,236.697858
80.8,62,236.773883
87.8,62,236.836332
100.4,76,236.928153
404.4,276,237.249809
126.5,85,237.365562
173.3,127,237.501936
318.2,208,237.735508
146.3,97,237.833031
196.0,120,237.978212
52.0,40,238.021215
277.5,195,238.231253
202.3,127,238.386149
287.0,210,238.621772
7.0,10,238.636163
211.3,137,238.780116
222.1,159,238.952343
246.0,150,239.124171
125.6,124,239.262959
215.8,142,239.448849
47.5,45,239.497847
325.4,216,239.748896
75.4,56,239.807894
156.2,118,239.933133
63.7,53,239.986133
289.0,200,240.219262
213.1,149,240.386217
212.9,141,240.530134
-3.2,12,240.545137
31.3,27,240.586136
119.5,85,240.682268
136.6,84,240.768599
168.8,152,240.93573
156.2,118,241.068574
294.1,209,241.31469
193.8,142,241.672093
329.4,246,241.941387
110.3,77,242.037684
603.8,412,242.502044
64.6,54,242.565027
226.2,148,242.717028
241.3,167,242.91868
516.9,351,243.311136
215.4,146,243.473658
43.9,41,243.515665
269.4,186,243.754572
78.1,49,243.805853
57.2,48,243.856368
320.9,221,244.092024
101.5,75,244.189997
232.7,163,244.385628
405.3,267,244.661956
93.7,63,244.725956
191.3,127,244.871889
215.4,146,245.03297
115.0,80,245.116356
221.0,170,245.321102
104.7,83,245.432431
184.1,129,245.589484
155.3,117,245.723836
34.0,30,245.765536
215.6,154,245.962135
150.8,102,246.080183
239.9,161,246.253691
58.3,47,246.313479
150.1,109,246.446767
489.3,347,246.826494
194.9,131,246.968562
30.4,26,246.998564
78.2,68,247.081105
88.9,51,247.134633
36.5,25,247.159633
19.4,16,247.178629
136.6,104,247.301219
224.4,146,247.472926
113.7,83,247.566469
123.8,92,247.669006
58.3,47,247.73155
80.5,65,247.794549
139.3,87,247.887629
34.0,30,247.928014
32.0,30,247.975164
52.9,41,248.022559
91.6,54,248.087681
137.1,99,248.20219
101.5,75,248.308392
93.2,58,248.379036
141.4,106,248.499351
211.7,163,248.67083
228.4,146,248.840194
52.0,40,248.882195
421.3,267,249.169788
126.1,89,249.273818
336.2,258,249.583554
268.9,181,249.786547
76.1,59,249.851355
20.3,17,249.865858
161.4,116,249.989826
61.9,51,250.047447
251.8,182,250.282307
62.8,42,250.344542
72.7,53,250.415161
45.5,35,250.450094
93.2,68,250.525919
448.7,293,250.842808
14.9,21,250.872506
293.5,195,251.082666
171.4,126,251.236036
88.9,71,251.313667
43.0,40,251.369374
59.2,48,251.417376
152.6,104,251.536809
72.5,55,251.597229
66.2,48,251.657028
162.1,119,251.781031
142.5,115,251.917633
136.4,106,252.030262
86.2,48,252.090267
135.3,97,252.185889
64.4,56,252.252332
242.4,176,252.476785
35.2,38,252.53088
160.9,101,252.638754
389.7,273,252.940387
205.7,153,253.130565
35.8,22,253.163644
80.6,54,253.224016
138.2,98,253.338139
100.4,76,253.430228
190.6,134,253.593798
58.1,49,253.647684
561.7,383,254.0475
334.0,220,254.298167
586.4,396,254.76901
34.0,30,254.800012
273.5,195,255.007909
30.4,26,255.03191
180.7,143,255.211426
194.7,133,255.368705
21.0,20,255.392703
124.0,80,255.479542
53.6,44,255.534726
195.2,148,255.694831
454.2,308,256.027187
111.2,68,256.105402
139.3,107,256.23058
47.5,35,256.268644
3.9,11,256.280643
157.8,112,256.405329
2.5,15,256.420326
207.5,165,256.638283
317.1,219,256.875638
245.4,196,257.081709
191.3,137,257.23745
157.3,87,257.344344
263.5,175,257.547336
139.8,102,257.657509
244.6,164,257.84977
159.6,104,257.959087
70.3,47,258.011088
162.3,97,258.124714
61.7,33,258.165477
94.3,57,258.222478
119.0,120,258.347121
103.8,62,258.423273
522.1,339,258.821932
14.0,20,258.843726
184.4,166,259.016174
187.9,121,259.143864
27.5,25,259.183865
34.9,21,259.211863
126.7,83,259.301208
196.9,141,259.464809
73.6,54,259.532814
229.1,159,259.70497
162.5,115,259.828439
98.8,72,259.906301
132.5,125,260.040272
123.1,89,260.137275
32.9,31,260.171784
50.2,38,260.211788
199.4,136,260.366899
55.4,46,260.42741
156.4,106,260.534342
217.4,156,260.710547
23.2,18,260.739552
265.6,194,260.977644
196.9,131,261.127677
233.0,160,261.302567
37.1,69,261.391348
116.4,96,261.494859
70.0,50,261.551372
84.2,58,261.610373
6.1,19,261.638379
239.1,169,261.82757
127.2,88,261.926604
187.0,120,262.058644
147.7,123,262.207785
141.1,99,262.314472
32.9,31,262.347989
363.2,238,262.602105
154.2,98,262.716375
63.5,45,262.773889
91.6,64,262.850248
274.3,177,263.052619
171.3,117,263.204381
150.4,116,263.336327
131.9,101,263.485302
55.1,49,263.555158
75.4,56,263.635897
577.5,415,264.171716
131.7,93,264.284642
230.7,173,264.492804
81.0,70,264.580127
241.9,171,264.938298
149.0,100,265.079433
81.7,53,265.152158
400.4,276,265.542238
488.1,329,265.961023
106.0,60,266.038724
22.3,17,266.055228
171.7,153,266.248161
48.9,31,266.289161
67.8,52,266.357124
79.0,60,266.436081
119.5,85,266.552999
17.8,12,266.569999
315.2,218,266.812052
137.6,104,266.919845
70.0,50,266.993249
80.8,52,267.063624
154.6,104,267.197509
33.8,32,267.234998
41.2,28,267.27856
16.0,10,267.291564
157.8,122,267.441917
416.4,286,267.788971
161.8,112,267.938663
21.4,16,267.960632
71.2,58,268.040583
35.8,22,268.069059
53.8,32,268.118543
106.7,73,268.204216
414.5,295,268.600968
68.7,63,268.682681
255.7,183,268.929931
133.9,81,269.035616
311.2,208,269.307873
118.2,78,269.413613
127.4,86,269.54956
136.2,98,269.67471
109.4,86,269.783578
52.7,43,269.842083
28.4,26,269.890591
42.6,34,269.933841
55.4,46,270.006154
137.6,104,270.1549
111.4,76,270.265611
47.5,35,270.311414
23.2,18,270.333929
115.0,80,270.439492
89.6,74,270.553336
18.7,13,270.570336
336.0,220,270.851806
199.0,140,271.037174
269.6,184,271.287594
122.9,91,271.417659
333.6,244,271.762749
64.6,44,271.839695
61.0,50,271.919536
154.0,120,272.06384
115.5,75,272.141844
43.0,40,272.192973
40.1,39,272.253754
185.7,113,272.396141
70.9,51,272.459083
108.5,75,272.544829
133.0,80,272.645342
363.9,241,272.898618
9.7,13,272.911615
146.3,97,273.021641
107.6,74,273.115761
50.0,40,273.153839
233.6,164,273.328353
54.2,58,273.389551
168.6,134,273.561867
218.5,155,273.726451
137.3,97,273.848497
341.6,214,274.11942
97.3,67,274.203277
187.7,123,274.343018
190.4,136,274.494993
72.7,53,274.567471
74.5,65,274.652661
52.7,53,274.718665
239.9,151,274.899897
201.7,133,275.056602
102.4,86,275.173151
81.5,55,275.23315
144.0,110,275.372584
357.6,234,275.680549
62.8,42,275.743674
510.7,343,276.162146
668.6,484,276.765918
147.4,96,276.898471
23.9,21,276.925413
231.8,152,277.125078
101.5,55,277.194088
155.5,105,277.310155
43.9,31,277.351069
153.7,103,277.469482
126.7,83,277.588997
41.2,28,277.615996
26.8,22,277.649388
244.6,154,277.818939
279.5,185,278.022613
93.2,68,278.10132
243.7,163,278.305795
152.8,102,278.419418
246.9,161,278.61433
81.7,53,278.672726
159.1,109,278.802689
269.7,183,278.999116
33.1,29,279.032604
82.2,58,279.101252
210.4,146,279.264248
52.7,53,279.332348
294.9,211,279.551541
94.7,73,279.651104
73.6,54,279.71387
98.6,74,279.798916
324.5,235,280.05229
76.8,62,280.116224
286.3,217,280.37828
121.8,72,280.465102
56.5,45,280.514926
59.2,38,280.561319
527.3,337,280.957128
34.9,21,280.98972
74.5,55,281.060266
52.0,30,281.101807
334.2,218,281.378283
241.7,163,281.562847
52.5,45,281.631479
114.8,82,281.741112
291.7,203,281.974793
124.1,99,282.09101
224.8,162,282.341869
170.6,114,282.47687
224.6,144,282.735775
205.7,133,282.901998
72.7,43,282.951004
256.8,192,283.16577
32.2,28,283.204768
92.5,55,283.273517
67.3,47,283.323768
149.0,120,283.459301
70.9,41,283.516766
159.8,102,283.647013
132.1,89,283.752409
65.5,45,283.794914
161.4,96,283.90782
73.4,46,283.963701
64.6,54,284.020118
60.1,49,284.075717
163.4,126,284.231279
86.2,48,284.284791
58.8,52,284.34079
80.8,52,284.399004
211.1,149,284.597197
173.4,126,284.757501
189.3,127,284.897149
97.7,73,284.991106
115.7,83,285.091312
163.4,96,285.192827
41.9,31,285.222829
339.5,255,285.50766
21.2,18,285.5279
203.2,148,285.704167
67.1,59,285.76824
115.0,80,285.860331
50.0,40,285.918878
23.7,23,285.94544
25.0,20,285.969482
63.7,43,286.016647
178.5,125,286.158949
75.4,56,286.21797
29.3,27,286.245969
338.5,255,286.5345
575.8,412,287.021252
401.4,316,287.381334
184.1,129,287.520342
92.5,65,287.601007
52.9,41,287.660438
61.5,45,287.708943
264.2,168,287.892965
212.0,140,288.04965
236.5,155,288.229493
53.8,42,288.272999
114.1,79,288.360001
140.2,108,288.478997
77.2,58,288.561008
167.7,103,288.681931
302.9,201,288.909158
70.7,53,288.966184
293.0,210,289.225845
474.2,308,289.969918
343.4,236,290.22884
88.9,61,290.288845
220.9,161,290.47896
241.1,169,290.681577
163.7,123,290.819802
27.6,34,290.854808
217.0,150,291.030142
23.0,20,291.057149
21.4,26,291.089952
168.8,122,291.242151
93.4,76,291.336935
104.7,83,291.441973
140.0,100,291.542482
81.7,53,291.609491
108.7,83,291.705477
233.4,166,291.878086
111.9,81,291.987132
57.4,46,292.033133
58.3,37,292.084335
216.7,123,292.252869
128.1,79,292.340287
30.2,28,292.369569
58.4,46,292.425796
39.4,36,292.462801
74.3,57,292.523748
576.6,374,292.957949
24.1,19,292.986007
84.2,58,293.048809
79.5,55,293.109338
187.9,131,293.252482
179.4,116,293.409156
330.6,234,293.675867
340.7,213,293.91728
93.4,76,294.000365
200.1,139,294.156686
43.5,35,294.193195
345.9,251,294.475864
83.5,55,294.582078
181.4,126,294.86817
238.1,159,295.192649
104.2,68,295.325763
126.5,85,295.49049
273.4,176,295.853676
79.7,63,295.968841
145.4,96,296.155221
36.5,35,296.230624
125.6,84,296.406268
154.6,104,296.598227
176.9,121,296.808391
348.4,246,297.156105
35.8,22,297.197272
39.4,36,297.242961
101.0,100,297.37585
165.1,109,297.518414
338.0,240,297.865983
123.6,94,297.999191
75.4,46,298.059055
38.5,35,298.106562
60.1,49,298.176888
115.7,93,298.31091
105.8,82,298.419126
42.1,29,298.461131
193.1,149,298.681158
162.1,119,298.845646
277.0,220,299.116939
82.4,56,299.183496
282.9,191,299.448365
144.7,93,299.574361
169.0,130,299.75195
476.2,328,300.202997
376.5,285,300.572843
363.9,251,300.94612
150.8,102,301.087167
146.5,95,301.212121
61.9,41,301.272119
235.6,154,301.470308
249.1,149,301.6629
251.4,166,301.882493
44.8,32,301.934794
214.5,145,302.130848
171.5,115,302.277508
166.3,117,302.422641
134.1,109,302.572489
250.0,170,302.799076
85.4,46,302.868549
245.3,167,303.093224
70.7,63,303.187662
69.8,52,303.254584
70.0,50,303.340173
297.5,175,303.575822
24.6,24,303.614243
77.7,53,303.688909
103.3,67,303.793716
110.5,75,303.898931
151.4,146,304.116333
129.9,91,304.234413
100.6,74,304.337229
417.1,309,304.739015
306.7,203,304.986727
122.9,91,305.098327
309.7,193,305.319696
16.0,20,305.343562
41.7,33,305.390227
89.8,62,305.46126
41.2,28,305.498472
216.5,145,305.67253
382.8,272,306.009079
96.1,69,306.0898
198.2,128,306.242071
36.7,33,306.278358
122.9,71,306.369289
127.6,84,306.482785
96.1,69,306.566037
229.8,142,306.765735
106.3,77,306.886056
130.8,92,307.009126
56.1,49,307.070125
48.4,36,307.122841
75.4,56,307.206634
49.6,44,307.267636
109.6,84,307.377031
115.5,85,307.555836
206.8,122,307.730168
390.0,260,308.078361
363.4,256,308.407594
25.7,23,308.436594
65.3,57,308.512921
69.4,56,308.592109
56.3,37,308.643823
97.9,91,308.766384
253.9,181,309.028981
32.2,28,309.071512
21.4,16,309.09003
254.3,177,309.315258
252.5,175,309.563487
33.1,29,309.596002
159.1,89,309.711539
165.4,116,309.862706
589.4,396,310.420358
268.7,173,310.655514
27.1,29,310.693033
370.6,254,311.034727
193.1,139,311.231503
211.2,148,311.431257
161.6,114,311.578769
295.5,205,311.870133
54.5,45,311.935169
32.2,28,311.972202
161.6,94,312.08755
102.0,70,312.177496
122.0,80,312.290446
177.8,112,312.443911
35.8,32,312.482291
128.5,95,312.603616
237.4,166,312.823596
82.6,54,312.903387
65.1,59,312.983412
360.5,245,313.3071
151.7,103,313.442742
221.9,141,313.624992
208.0,150,313.827421
348.2,228,314.136006
54.1,49,314.207224
79.7,53,314.278699
225.5,145,314.459494
148.6,94,314.58113
49.1,39,314.650118
335.5,225,314.944363
232.5,155,315.149141
370.5,245,315.465012
55.6,44,315.535142
123.1,89,315.658031
34.0,30,315.69452
104.0,70,315.797622
60.1,49,315.871127
115.7,73,315.965191
228.9,171,316.185497
86.0,70,316.271101
468.5,295,316.672258
25.9,21,317.118261
32.2,18,317.153613
187.7,153,317.369027
69.8,42,317.430467
114.8,92,317.541078
200.5,135,317.723333
219.4,186,317.966629
127.4,76,318.081302
196.9,131,318.256226
132.6,94,318.371753
171.7,113,318.510032
227.3,147,318.713476
63.7,43,318.780643
122.0,70,318.861676
46.6,34,318.902206
190.4,136,319.057726
24.8,22,319.077738
204.8,162,319.263986
32.0,30,319.293512
386.6,274,319.640517
518.5,345,320.08638
83.5,55,320.156613
113.3,97,320.261612
136.6,94,320.389525
121.3,87,320.493685
78.6,64,320.572854
123.8,92,320.681984
364.8,252,321.025764
108.7,73,321.122759
140.5,105,321.259371
46.4,26,321.294118
456.8,312,321.735743
261.2,198,322.005183
69.4,76,322.112669
68.2,48,322.171657
343.4,246,322.511051
178.9,121,322.684632
72.8,62,322.779929
226.2,138,322.980519
277.7,183,323.233253
305.4,206,323.521305
240.4,166,323.743438
124.7,93,323.86687
25.9,21,323.902931
263.3,187,324.13638
196.9,131,324.310272
164.3,107,324.436707
42.8,42,324.499249
20.2,18,324.519324
51.2,48,324.581548
228.5,165,324.803061
165.9,121,324.972061
458.6,314,325.353924
226.3,167,325.540949
276.1,179,325.747276
36.5,35,325.799811
93.4,66,325.873802
136.6,104,325.997833
246.0,190,326.238496
31.3,27,326.283503
