#{"t_start": 1762707723.684413, "env_id": "None"}
r,l,t
-10.3,23,3.275061
-10.7,27,3.28415
-16.8,18,3.293528
-34.8,58,3.319377
-27.4,44,3.337993
-0.5,55,3.362305
-27.2,62,3.38739
-34.7,127,3.444155
-23.9,19,3.451673
-25.7,17,3.458328
-21.8,48,3.478066
-23.4,24,3.492275
-3.7,17,3.501334
-31.3,33,3.515775
-18.4,34,3.531349
-26.4,34,3.549348
-19.5,55,3.572356
-29.6,86,3.605594
-4.7,37,3.619291
-1.4,34,3.63765
-17.3,73,3.665085
-34.8,78,3.69925
-21.2,22,3.709265
-29.3,73,3.741216
-24.7,47,3.759273
-21.3,13,3.764099
11.1,59,3.788401
-16.9,89,3.82797
-31.4,64,3.85453
-20.3,63,3.878072
-4.7,27,3.887077
-7.6,76,3.920127
-23.5,55,3.942152
-29.1,71,3.969958
-20.4,14,3.975751
-17.3,13,3.982988
-27.0,40,3.998032
-25.5,115,4.047544
-15.7,17,4.054506
-3.2,42,4.074549
-11.6,56,4.095849
-16.2,32,4.108202
-11.4,94,4.14318
-15.1,51,4.167126
-15.6,66,4.193145
-17.5,15,4.200156
-10.0,110,4.244331
-26.3,103,4.28639
-28.7,47,4.305429
-22.9,29,4.316959
-0.4,14,4.32196
-26.6,116,4.370156
-7.6,156,4.432316
-28.4,54,4.45437
-35.0,100,4.495258
-14.0,50,4.517321
-23.3,133,4.571123
-25.9,19,4.579151
-32.1,41,4.594178
-9.3,33,4.607653
-24.6,56,4.629369
-3.4,24,4.640396
-17.5,35,4.654428
-20.6,36,4.672157
-17.5,15,4.679161
-5.5,15,4.685165
-26.4,54,4.704177
-11.5,55,4.731411
-23.5,75,4.76259
-17.5,55,4.782118
-18.2,142,4.834421
-18.9,69,4.893362
-23.5,55,4.91642
-26.3,43,4.934602
-25.1,51,4.952144
-16.6,76,4.986146
-44.8,388,5.148144
-22.3,193,5.237381
-22.8,58,5.262449
-27.2,42,5.283015
-25.7,17,5.290034
-8.0,50,5.309129
-14.1,41,5.326029
-6.6,36,5.343269
-28.2,32,5.357308
1.1,59,5.385245
-17.2,22,5.395259
-16.6,76,5.429542
-12.4,84,5.466237
-23.0,60,5.490996
-21.1,51,5.512746
1.1,79,5.546998
-36.9,89,5.580179
-19.6,26,5.58936
-22.9,29,5.601367
2.6,74,5.637267
-27.0,40,5.655282
-21.8,28,5.666323
-12.9,69,5.698843
-1.9,19,5.711782
-5.9,49,5.732907
-16.3,183,5.809593
-2.2,22,5.817122
-0.4,44,5.835222
-10.4,64,5.861279
-20.6,16,5.867313
-22.1,61,5.891331
-28.3,123,5.943472
17.2,38,5.9592
-15.4,64,5.984888
6.3,67,6.013463
-5.2,42,6.036704
-27.1,31,6.048711
-13.4,84,6.081267
-19.0,20,6.088278
-20.7,27,6.101299
-7.7,37,6.118096
-21.0,80,6.1502
-34.9,129,6.202313
-16.4,74,6.233042
-9.1,31,6.24515
-23.1,51,6.265084
-23.5,35,6.278108
-31.9,59,6.304255
-19.1,51,6.326029
-8.5,65,6.351203
-23.6,66,6.377264
-19.2,22,6.389274
-17.1,31,6.400281
32.0,130,6.45178
-16.5,25,6.462009
-22.5,25,6.473026
-6.2,12,6.478044
-12.0,20,6.487067
3.6,64,6.513063
-10.6,56,6.535824
-33.5,115,6.582165
-9.8,68,6.607561
-22.1,21,6.615119
-15.3,33,6.630146
-20.6,56,6.654157
-23.7,17,6.662189
15.5,105,6.702958
-15.3,153,6.767205
4.1,89,6.807342
-9.3,33,6.822062
-0.7,27,6.833526
-27.9,59,6.86295
-40.6,216,6.954163
-18.8,38,6.97159
-12.5,125,7.025701
-27.0,60,7.055571
-22.8,38,7.07407
-22.2,92,7.110585
-21.8,28,7.122207
-17.7,37,7.139256
-19.0,20,7.146281
-18.7,147,7.205088
-1.7,47,7.22263
-4.9,29,7.237661
-24.0,70,7.267094
-32.7,127,7.320168
-12.7,117,7.365978
-31.4,144,7.430982
7.0,110,7.480418
-30.3,63,7.51426
5.7,113,7.573425
-2.1,71,7.61121
-19.4,44,7.632565
-15.1,31,7.645873
-27.2,62,7.671169
-22.9,49,7.694294
13.9,31,7.70934
-29.9,59,7.735022
-6.9,199,7.822135
-8.3,23,7.834977
-24.7,67,7.86255
-22.9,29,7.874068
-14.4,34,7.886048
9.6,104,7.934147
-2.5,95,7.973027
-21.0,40,7.990102
-10.2,92,8.030529
-13.6,86,8.072337
-31.2,82,8.106524
-21.1,11,8.111518
-26.1,21,8.119788
-7.5,95,8.160049
-17.6,26,8.169058
16.1,39,8.18582
-26.9,29,8.197265
-14.6,36,8.212267
-7.4,24,8.222804
-14.9,29,8.234338
-28.5,195,8.3151
-10.3,63,8.342683
-31.6,166,8.41347
-16.4,34,8.426017
-19.0,120,8.478095
-19.5,15,8.486033
-17.2,42,8.50525
-14.9,29,8.51794
45.0,210,8.604108
2.3,27,8.617953
-19.0,140,8.675194
7.0,150,8.734946
14.6,54,8.75726
9.3,107,8.806084
-30.8,138,8.857327
2.5,15,8.863325
-10.3,163,8.928979
-19.2,102,8.972135
-18.3,63,8.995976
-22.5,145,9.056168
-34.0,170,9.13139
-5.1,101,9.441047
-8.8,98,9.47908
-20.4,124,9.526966
-28.8,38,9.542978
-28.6,136,9.599937
-14.6,236,9.699466
-18.3,133,9.755108
-6.1,21,9.763088
-15.3,133,9.820066
-25.8,88,9.855026
-11.8,128,9.907284
9.5,125,9.959568
10.4,116,10.007048
-28.1,101,10.05008
-27.1,31,10.063089
11.1,89,10.101887
-22.3,43,10.13111
-27.2,22,10.148377
-23.5,55,10.174905
-16.0,10,10.178762
-31.1,51,10.200437
-10.6,46,10.220787
-11.1,31,10.234302
-2.6,36,10.250742
-25.8,28,10.264378
15.2,118,10.313076
-2.0,20,10.320685
-6.9,179,10.389535
10.8,92,10.432655
-10.9,29,10.442684
-25.7,77,10.472991
6.5,25,10.486012
-23.6,26,10.498119
-13.6,66,10.528144
-14.6,36,10.544662
-6.4,54,10.56622
-18.7,27,10.580228
-11.1,51,10.602248
-7.9,19,10.609743
-16.7,257,10.717085
6.6,204,10.802601
-19.4,44,10.819651
-14.2,52,10.839908
-19.9,39,10.855421
-21.9,39,10.872576
-4.0,50,10.893384
-30.4,74,10.92275
-14.5,175,10.990593
-17.6,26,11.002622
-22.8,38,11.019843
-14.4,74,11.049321
-15.6,66,11.076688
-23.5,35,11.09461
1.2,98,11.137983
16.4,66,11.164854
-17.7,107,11.206807
15.8,32,11.22142
-26.2,52,11.244442
-26.7,127,11.295197
4.5,95,11.331014
-3.6,76,11.364198
-8.7,47,11.38307
-3.4,24,11.394076
-23.8,68,11.420099
-20.5,25,11.433132
-11.9,19,11.442155
-27.0,80,11.473181
-13.4,84,11.509259
-29.6,46,11.531062
-1.4,94,11.570422
-7.8,88,11.608796
-25.6,66,11.633167
-6.7,177,11.705863
-13.6,46,11.727101
-6.6,146,11.785927
25.1,109,11.837961
-4.8,18,11.847307
3.2,88,11.894244
2.4,76,11.935222
-16.4,54,11.960892
-22.1,101,12.008691
-15.8,68,12.040427
-24.5,25,12.056965
-14.2,42,12.074997
-1.8,28,12.091083
-20.5,25,12.101094
2.6,34,12.11611
-10.9,49,12.137567
-21.2,202,12.227339
-5.2,42,12.246648
0.2,248,12.352015
-19.3,33,12.365032
-19.7,17,12.374037
-15.3,13,12.378045
-2.1,61,12.404593
-15.0,20,12.413202
-23.5,35,12.429004
-21.5,55,12.457703
9.7,53,12.478894
-24.8,18,12.488423
-13.3,33,12.506081
-28.4,134,12.567991
-18.2,72,12.598371
-23.5,15,12.603371
-8.7,67,12.634961
-0.9,29,12.646257
-24.6,96,12.686032
-18.7,37,12.703315
-21.7,37,12.722853
-12.2,32,12.737706
-3.8,68,12.765049
-17.3,53,12.78459
-5.6,66,12.816434
-31.5,195,12.905391
-26.6,136,12.982922
8.9,41,13.002995
-14.0,40,13.025105
-14.3,103,13.076051
-21.1,51,13.100825
-36.4,154,13.167383
-9.6,46,13.189016
-6.2,32,13.204531
8.4,146,13.27159
-13.1,331,13.408392
-12.0,240,13.510984
14.6,144,13.578077
20.1,99,13.625373
-6.4,14,13.6324
2.4,196,13.712327
-17.0,170,13.794478
23.8,72,13.823123
-18.0,140,13.881632
-20.6,16,13.890306
-15.7,17,13.898314
4.1,29,13.913321
-13.0,20,13.920723
-29.8,68,13.955251
5.7,153,14.027301
-10.3,133,14.087997
-7.1,101,14.131222
27.2,58,14.162409
-21.6,86,14.202953
23.3,67,14.235014
-13.9,39,14.250063
-8.2,62,14.279181
-7.4,114,14.328773
23.0,80,14.361859
-0.1,111,14.408323
-17.2,22,14.417326
-19.9,19,14.426418
-12.9,29,14.438941
-11.9,39,14.458322
-24.2,172,14.532962
4.1,109,14.579085
-18.1,21,14.588092
16.7,153,14.65622
15.5,145,14.723446
2.5,65,14.758324
1.2,188,14.838398
18.5,75,14.87005
5.4,46,14.892102
11.6,44,14.911119
-5.1,31,14.925134
-0.9,119,14.976166
-17.7,127,15.031829
-19.4,84,15.066999
-19.4,124,15.121418
23.2,108,15.171373
1.4,36,15.188519
-13.4,24,15.199024
23.1,189,15.282958
-19.7,17,15.288973
-6.2,32,15.306008
-26.9,29,15.316611
-2.4,34,15.332124
-10.6,36,15.347712
42.3,147,15.412968
-20.6,16,15.419485
-5.7,57,15.443217
-5.4,114,15.492267
3.1,39,15.511012
-10.2,82,15.546008
41.0,170,15.619397
-0.9,59,15.646122
19.9,121,15.7002
-11.7,37,15.714284
-12.6,286,15.836102
-14.1,81,15.871127
-12.8,18,15.882146
-2.7,57,15.907027
6.8,32,15.921179
30.8,82,15.957506
21.5,75,15.992422
-13.8,48,16.013454
-22.1,101,16.054753
-11.9,79,16.089331
8.9,121,16.153559
5.4,46,16.175902
-15.4,64,16.202637
-13.1,91,16.242623
19.7,63,16.272677
-4.5,95,16.314479
-29.4,164,16.381318
-4.7,27,16.393327
-37.7,197,16.481904
-12.2,32,16.496248
-26.5,65,16.522831
-17.2,22,16.53184
-8.8,18,16.540741
1.0,110,16.589134
-0.2,102,16.632715
28.8,82,16.670228
14.0,170,16.748135
-4.7,267,16.861293
10.0,270,16.977177
-35.6,106,17.021446
-0.7,117,17.074979
-10.2,62,17.101036
-8.9,49,17.124326
20.1,119,17.177263
16.3,57,17.204784
-13.2,82,17.241846
-31.1,51,17.262344
-14.9,69,17.293371
-28.4,134,17.355567
17.2,88,17.394161
-4.7,27,17.406223
-1.2,232,17.524419
28.8,192,17.612541
2.0,80,17.644356
-5.1,31,17.656919
9.0,70,17.68602
-5.6,26,17.699179
8.9,21,17.708677
6.5,25,17.72121
-11.6,26,17.732591
-10.8,58,17.759029
32.0,130,17.816288
6.4,36,17.832309
-21.8,88,17.867729
-36.1,181,17.946471
2.9,21,17.954962
-33.9,79,17.986346
-13.0,20,17.994346
0.4,236,18.103353
-10.2,72,18.138592
1.6,64,18.169127
-12.2,82,18.205068
16.0,170,18.446728
-12.3,23,18.455238
8.8,92,18.491304
3.9,71,18.519339
-0.8,38,18.541635
-11.3,53,18.564787
-7.8,68,18.596335
17.2,238,18.714302
-5.5,35,18.73153
3.2,48,18.752061
-21.8,48,18.773498
-15.6,66,18.800035
36.4,76,18.84831
19.0,110,18.89928
15.5,55,18.921841
-14.9,29,18.934499
23.2,158,19.008493
-22.8,38,19.025779
-16.4,34,19.042342
-4.7,197,19.130096
8.5,65,19.163102
0.2,78,19.197157
5.2,48,19.219187
-18.0,30,19.230714
0.3,107,19.280806
14.8,52,19.301844
26.4,76,19.333575
0.0,250,19.441198
11.1,109,19.489093
4.7,23,19.49913
1.0,180,19.573411
0.2,118,19.620107
25.9,151,19.689628
-12.1,21,19.699664
34.3,77,19.73435
12.6,94,19.776746
-4.9,29,19.793269
4.3,27,19.806294
0.2,18,19.812291
-9.3,33,19.826009
11.6,134,19.884295
3.4,46,19.902354
-4.9,29,19.915734
-18.6,16,19.921238
-4.0,40,19.940258
12.7,43,19.959399
5.5,75,19.989926
12.5,25,20.000368
-12.4,54,20.025235
-7.1,31,20.038681
-17.8,28,20.049568
13.5,85,20.086991
13.2,98,20.130926
7.0,150,20.197725
-2.8,58,20.222915
2.2,108,20.266065
-8.3,233,20.36597
-3.2,192,20.451357
1.6,54,20.475379
3.6,134,20.533202
17.7,163,20.608306
-33.2,122,20.65823
-10.3,43,20.676252
31.4,76,20.710725
-3.1,21,20.721242
9.2,48,20.741472
6.9,121,20.795078
28.0,140,20.856644
17.6,84,20.896761
-8.9,29,20.909788
7.0,50,20.929701
5.5,55,20.953364
-0.9,49,20.976116
-11.2,42,20.994176
5.3,267,21.102974
-11.5,75,21.133024
7.8,62,21.165374
-0.1,21,21.174216
-23.8,88,21.20994
2.7,43,21.228384
-4.2,52,21.250996
2.4,76,21.284079
6.5,185,21.360047
-11.0,60,21.386344
-2.6,126,21.438913
7.8,192,21.516948
48.5,105,21.563024
-4.9,29,21.577568
-16.8,38,21.592576
-5.5,45,21.614422
-24.9,29,21.628949
4.8,52,21.654947
25.5,85,21.691999
15.4,126,21.745708
-2.6,86,21.78132
19.7,63,21.806399
8.2,98,21.850723
19.1,99,21.896786
-3.6,26,21.908797
-11.9,39,21.923311
-15.4,24,21.934317
39.3,97,21.978325
-12.1,41,21.99534
14.6,44,22.015802
20.4,86,22.058125
-1.0,90,22.102051
-7.7,17,22.11006
-1.1,31,22.123191
0.3,17,22.132702
27.4,106,22.190037
38.0,140,22.264915
-10.7,87,22.303012
-8.5,25,22.31819
26.6,94,22.362629
18.7,33,22.37868
-9.6,26,22.39169
-1.6,206,22.484637
21.6,34,22.501059
7.6,44,22.519079
-9.3,53,22.543554
37.4,96,22.59006
-12.0,90,22.631415
7.7,33,22.645864
28.2,88,22.684739
7.7,33,22.700675
11.9,151,22.764115
13.4,156,22.831761
10.6,114,22.896991
27.5,65,22.930033
-16.1,41,22.948395
0.4,56,22.971225
-5.5,15,22.977664
36.3,77,23.011055
-5.4,44,23.031673
5.9,71,23.065222
7.9,31,23.078347
2.6,114,23.127976
23.8,52,23.148069
-9.1,51,23.177103
-3.4,54,23.198423
29.0,160,23.265583
-6.3,23,23.274087
-2.3,23,23.284098
3.4,146,23.344605
-18.1,201,23.432863
-29.1,111,23.478005
6.0,60,23.503034
-9.8,28,23.514544
2.4,36,23.532349
8.8,92,23.573234
-2.5,45,23.592643
-9.3,113,23.640953
26.4,86,23.682993
24.3,37,23.697894
-5.5,55,23.722548
19.6,74,23.752992
-14.8,128,23.810084
-3.8,28,23.822597
20.4,26,23.832607
14.1,39,23.849229
-15.7,17,23.858253
13.4,36,23.874275
-11.1,71,23.9043
-5.3,83,23.942952
-6.5,55,23.969991
0.1,19,23.978054
10.3,87,24.012449
-5.4,64,24.040007
22.4,126,24.09435
-3.0,40,24.111411
4.0,60,24.136687
-0.1,131,24.197996
10.2,18,24.209016
11.0,120,24.261123
-2.3,133,24.324075
-1.5,15,24.331164
-14.8,78,24.367976
30.1,39,24.38801
11.5,75,24.420862
-11.9,89,24.457831
4.1,29,24.474103
16.4,126,24.532745
-18.1,21,24.541755
16.0,40,24.559776
-6.0,40,24.577352
8.6,34,24.591
-6.1,21,24.602113
-6.5,25,24.614124
-10.3,63,24.644985
45.2,138,24.706192
6.6,54,24.734183
-3.9,39,24.752294
-3.2,82,24.788711
15.0,60,24.81409
-1.8,48,24.834984
-8.6,16,24.842514
5.9,71,24.876305
12.8,32,24.890351
-4.2,12,24.895355
10.3,47,24.91537
-13.9,39,24.935373
8.6,54,24.959436
-8.3,43,24.975257
41.3,167,25.047276
10.0,70,25.079927
37.5,75,25.110043
20.5,55,25.132079
22.8,22,25.1431
24.0,30,25.157774
-6.6,36,25.174128
0.3,17,25.183078
10.5,55,25.211821
18.3,17,25.221835
2.4,56,25.250367
-15.9,89,25.292969
-1.2,22,25.304551
-26.2,32,25.324211
-6.7,47,25.35015
-1.6,26,25.362202
-0.1,91,25.412702
59.9,101,25.461625
24.2,48,25.48333
27.5,65,25.514229
-7.3,33,25.531143
-1.1,31,25.548761
6.3,157,25.620742
18.0,70,25.657764
-17.9,19,25.666218
25.3,67,25.696477
40.1,69,25.728101
22.4,96,25.773188
23.3,87,25.811989
-5.4,64,25.843093
-22.9,29,25.855117
-6.8,38,25.871939
4.6,54,25.894788
14.3,57,25.920313
27.9,101,25.964393
3.0,50,25.985791
-9.9,39,26.002994
0.7,33,26.019043
24.2,108,26.070144
-7.3,33,26.08515
71.3,167,26.158263
13.0,30,26.174618
6.1,29,26.188019
5.5,75,26.221163
5.5,55,26.248991
18.8,92,26.293374
34.0,70,26.327818
-31.1,131,26.382308
12.4,16,26.390314
6.0,20,26.401326
12.7,23,26.41146
27.8,112,26.456141
23.1,59,26.48233
4.9,201,26.574912
21.7,63,26.602937
25.1,109,26.654334
-20.4,74,26.688392
-8.0,30,26.70301
29.2,78,26.741639
-6.4,144,26.814436
6.9,41,26.835159
5.8,22,26.850374
14.9,111,26.904305
24.2,108,26.96037
4.9,41,26.98289
39.8,232,27.132353
30.7,133,27.19984
23.8,32,27.216387
1.0,50,27.237971
20.9,51,27.265805
20.4,86,27.308933
3.9,51,27.332966
-10.4,44,27.353166
-10.6,76,27.392075
-15.5,35,27.409006
-4.5,25,27.422773
-2.0,30,27.436935
13.3,37,27.460011
13.9,101,27.614899
0.7,73,27.650419
15.3,77,27.681439
3.6,64,27.712048
11.2,28,27.725142
-5.5,35,27.739503
5.1,229,27.841199
15.4,56,27.868222
17.7,73,27.899245
-9.4,64,27.930204
22.5,105,27.972748
-24.0,50,27.999279
2.1,19,28.00929
-7.8,28,28.022304
65.5,165,28.092131
21.9,101,28.138366
31.0,140,28.19825
-7.2,42,28.216084
-0.1,21,28.224275
14.8,92,28.267915
6.5,45,28.285064
-0.4,34,28.299075
33.3,97,28.341953
-8.3,103,28.389027
17.9,161,28.457439
-0.7,57,28.479963
20.2,108,28.52691
3.2,88,28.570509
13.5,35,28.589026
12.3,47,28.6094
37.8,132,28.669819
-3.7,17,28.680721
-3.1,51,28.70661
-5.3,53,28.731559
0.9,51,28.755084
21.7,103,28.800933
-4.4,144,28.86225
-9.2,22,28.873271
-3.2,72,28.906971
-1.8,118,28.961712
-4.0,30,28.97582
19.8,32,28.990666
-15.0,40,29.008242
5.3,77,29.047367
-3.5,45,29.067384
-3.9,39,29.084392
-15.4,64,29.109418
21.3,87,29.149954
-10.8,38,29.167001
32.0,70,29.200226
-4.2,32,29.214236
16.9,131,29.271647
43.8,92,29.309372
22.9,131,29.364347
16.2,38,29.381965
-4.5,45,29.40511
11.4,26,29.418162
11.1,59,29.441954
-19.3,13,29.447965
34.0,70,29.482012
33.8,152,29.54689
15.7,83,29.588257
-2.4,104,29.632868
19.8,72,29.668382
28.2,58,29.69262
-11.4,44,29.709593
21.1,89,29.746937
-1.8,48,29.768217
-5.0,40,29.787235
13.7,33,29.801243
13.0,60,29.826017
-0.4,64,29.857061
0.7,83,29.891107
51.9,91,29.929695
-1.8,28,29.942188
-1.2,132,30.001
-12.5,85,30.039385
6.2,38,30.055781
23.3,27,30.068315
42.8,122,30.122961
-5.2,22,30.134484
-1.2,22,30.142992
30.4,86,30.183085
-2.8,78,30.221234
-5.2,42,30.241534
-4.9,29,30.253041
25.3,67,30.281165
19.9,121,30.336939
22.5,55,30.362315
1.9,41,30.38133
-9.2,22,30.391339
2.2,28,30.404855
71.2,138,30.465976
-3.7,57,30.489077
-2.6,16,30.497082
29.5,125,30.558076
11.8,22,30.568096
11.7,53,30.592316
-3.4,44,30.610378
23.0,30,30.627418
45.3,77,30.660674
8.6,54,30.685384
16.5,15,30.691387
4.5,85,30.731429
9.2,68,30.76097
21.5,145,30.820324
13.4,26,30.830836
8.0,70,30.865431
21.7,123,30.917915
33.0,90,30.956062
5.4,66,30.98598
8.8,12,30.994136
10.7,23,31.004161
4.9,21,31.014419
35.6,64,31.041109
54.7,123,31.103436
39.3,127,31.163588
-6.2,102,31.214415
30.6,94,31.256468
16.1,29,31.272776
14.9,41,31.294916
-0.5,45,31.315347
19.7,83,31.352379
9.6,24,31.36575
1.7,53,31.388672
4.9,21,31.39768
8.9,61,31.422237
8.1,49,31.449682
-14.2,32,31.46499
14.2,108,31.51915
-8.6,16,31.525155
31.8,52,31.55053
-1.0,20,31.560037
10.5,85,31.598378
10.1,69,31.627417
8.9,21,31.637293
-0.1,31,31.65294
22.2,68,31.68608
-13.2,42,31.705108
5.7,93,31.748337
19.7,83,31.788501
29.0,60,31.814294
3.5,25,31.825303
-8.5,45,31.848822
-6.7,27,31.861491
-13.8,88,31.89739
6.6,34,31.911483
23.0,60,31.939847
-9.6,26,31.951493
18.0,50,31.97502
17.9,41,31.996102
7.4,26,32.00911
-6.3,23,32.020118
8.2,38,32.037058
26.8,42,32.055892
20.0,50,32.078174
44.2,58,32.10608
2.9,31,32.120601
20.7,33,32.134221
63.5,135,32.21779
3.6,84,32.255847
31.2,48,32.276091
12.0,10,32.280093
8.7,23,32.2911
35.1,109,32.34001
27.5,105,32.388738
-11.0,40,32.40621
-0.6,46,32.429281
9.8,62,32.456433
1.4,16,32.463432
42.6,114,32.515684
-1.2,22,32.527031
36.8,42,32.547247
30.2,68,32.578189
18.7,103,32.624253
-0.3,63,32.65287
44.1,89,32.693542
40.5,135,32.756408
4.3,67,32.784933
2.8,32,32.80198
10.7,43,32.823065
37.4,46,32.840658
30.1,79,32.875105
2.1,19,32.886101
49.1,49,32.909503
0.3,47,32.929112
32.7,63,32.958425
5.1,29,32.973007
0.5,65,33.003053
27.0,100,33.044204
37.2,118,33.096026
24.7,73,33.131851
30.9,71,33.164868
7.3,17,33.173379
4.0,30,33.1854
36.8,102,33.241845
9.3,37,33.260122
8.4,96,33.304773
-1.9,19,33.313676
21.4,56,33.342735
9.0,50,33.364297
66.5,115,33.414936
19.5,65,33.440969
3.4,66,33.47452
18.3,77,33.509103
-4.9,49,33.531122
3.2,48,33.553358
2.1,39,33.576069
42.2,118,33.639241
-2.1,21,33.648249
86.2,128,33.702981
7.3,57,33.733589
-0.8,18,33.74111
47.1,89,33.77915
-5.7,17,33.787198
34.2,48,33.811246
35.0,130,33.864629
11.1,39,33.880946
13.6,44,33.901945
31.7,83,33.941037
-12.1,21,33.951054
20.9,51,33.973227
15.1,29,33.985738
4.7,63,34.018944
41.7,63,34.049804
1.8,32,34.062815
29.6,54,34.086157
21.4,56,34.112169
23.4,56,34.137421
24.1,79,34.174985
-2.8,38,34.192084
49.6,64,34.226276
19.7,83,34.25981
60.5,125,34.31865
22.6,64,34.346481
1.5,25,34.359987
27.3,67,34.389028
14.5,55,34.411366
24.6,44,34.432402
12.3,27,34.446946
-3.2,22,34.456968
10.1,29,34.470578
31.3,77,34.504677
-10.1,41,34.528397
2.1,19,34.536252
8.5,25,34.54653
9.4,26,34.558302
12.8,62,34.588782
50.5,105,34.638993
29.0,80,34.673047
8.0,60,34.699373
40.4,76,34.737933
37.6,114,34.784912
13.9,41,34.801944
-6.2,72,34.832736
39.0,80,34.869929
17.8,32,34.884522
6.7,23,34.896087
0.0,50,34.919106
44.2,148,34.985169
34.6,84,35.020838
70.2,108,35.069339
8.7,23,35.079349
20.2,48,35.10298
13.7,43,35.123086
16.9,51,35.145015
33.3,77,35.17806
-4.4,54,35.208163
-5.8,28,35.220175
-6.4,34,35.23419
17.9,81,35.269477
-4.2,32,35.286308
14.5,75,35.318696
-7.3,73,35.352225
-7.2,22,35.362269
41.4,76,35.406526
7.6,24,35.417963
18.3,17,35.427086
16.2,28,35.442141
33.3,67,35.476174
9.0,30,35.489879
55.7,193,35.580128
12.9,21,35.589137
0.7,33,35.60528
10.9,21,35.616022
43.2,98,35.670296
20.5,55,35.694921
35.2,58,35.721988
22.4,26,35.73454
5.9,71,35.767735
10.8,52,35.791201
30.5,45,35.815548
94.9,171,35.891616
18.4,46,35.912635
6.6,54,35.938143
-17.9,39,35.95716
20.6,44,35.976011
13.0,70,36.006051
40.8,52,36.031121
22.3,57,36.059627
33.4,116,36.112664
31.8,52,36.135881
34.3,97,36.178675
5.1,19,36.193711
5.3,37,36.238985
39.1,69,36.267911
-6.2,32,36.281924
11.2,48,36.306996
13.1,19,36.317014
8.5,65,36.344993
28.0,50,36.368514
67.7,123,36.426402
23.9,61,36.456075
18.2,58,36.481106
35.1,59,36.508869
34.8,102,36.558416
24.1,99,36.600961
8.8,32,36.615982
61.2,128,36.674387
36.9,71,36.706919
-1.7,17,36.715428
16.6,24,36.727783
49.8,82,36.763314
-3.7,17,36.773321
18.0,30,36.788336
54.4,96,36.958264
5.5,35,36.97427
3.9,51,37.000657
17.4,76,37.035276
0.6,94,37.078098
