#{"t_start": 1762707723.684413, "env_id": "None"}
r,l,t
243.1,179,92.127304
123.6,84,92.168572
90.3,67,92.202101
20.3,17,92.213125
87.1,39,92.234751
129.8,102,92.284222
64.0,60,92.313236
83.3,57,92.342952
109.8,82,92.388915
83.4,76,92.429534
35.6,24,92.447053
146.1,109,92.506215
104.7,83,92.54825
79.8,72,92.586841
165.5,135,92.654325
186.1,139,92.72923
123.8,92,92.775952
78.6,64,92.810099
114.9,91,92.85715
73.9,51,92.885255
172.2,118,92.948323
121.8,92,92.992757
26.8,22,93.006201
114.4,76,93.0474
56.8,52,93.074928
97.7,73,93.112728
137.8,102,93.167107
167.5,105,93.230001
120.2,78,93.272574
25.7,23,93.286216
44.4,36,93.306211
153.4,126,93.372011
251.4,196,93.474577
28.7,33,93.490103
27.8,32,93.506142
38.1,39,93.528636
481.1,329,93.705343
267.4,186,93.809322
252.5,185,93.904941
41.0,40,93.92803
43.5,35,93.946058
113.9,71,93.982652
23.2,18,93.992167
147.7,103,94.048384
29.1,29,94.064394
64.9,51,94.089899
126.5,85,94.134982
64.6,34,94.156325
101.8,72,94.191868
151.1,99,94.243328
23.9,21,94.255345
327.3,217,94.368261
46.4,36,94.385249
198.5,145,94.457741
137.2,108,94.51194
141.6,104,94.570261
90.7,63,94.602793
241.5,155,94.685679
280.0,200,94.782601
163.2,108,94.844938
166.8,122,94.908041
62.0,50,94.932058
234.0,170,95.02016
98.4,66,95.056286
60.6,44,95.078301
82.4,66,95.109834
215.4,166,95.192713
318.4,276,95.343648
291.1,189,95.444877
126.7,103,95.499397
47.3,27,95.513408
72.7,43,95.538931
117.5,95,95.589163
286.0,200,95.692138
120.2,68,95.727358
114.8,92,95.778756
103.1,69,95.814373
14.8,12,95.820379
123.0,100,95.870681
168.7,143,95.942484
45.5,45,95.966012
14.9,21,95.97637
30.2,28,95.990883
106.7,63,96.027923
188.0,120,96.090969
252.8,172,96.177347
153.4,116,96.235789
14.0,20,96.248082
138.4,106,96.301268
45.7,33,96.318286
161.4,116,96.380316
230.9,151,96.462637
22.3,17,96.471398
205.3,157,96.554127
60.1,39,96.57303
78.8,62,96.609071
21.2,18,96.61708
287.6,184,96.714988
76.1,59,96.745974
133.1,99,96.800436
108.1,79,96.841894
101.5,65,96.875134
236.3,167,96.964921
378.6,264,97.105382
118.2,78,97.146302
215.7,173,97.237104
128.1,99,97.285216
131.2,98,97.338077
254.6,164,97.420665
234.2,148,97.505684
141.6,94,97.560349
113.0,80,97.602887
94.3,57,97.634341
19.4,16,97.642353
94.1,79,97.681927
137.5,95,97.736032
238.8,162,97.82684
115.9,81,97.87229
125.8,92,97.929263
93.9,61,97.966077
326.6,214,98.086555
56.5,45,98.110139
105.2,68,98.144488
75.4,56,98.177121
73.1,59,98.206088
295.2,218,98.322325
53.8,32,98.341384
59.2,48,98.368391
77.2,48,98.394197
50.9,41,98.415221
317.1,219,98.529576
148.1,109,98.589282
127.2,98,98.641613
291.7,203,98.751025
77.9,61,98.781843
70.3,57,98.814991
254.3,187,98.911201
196.9,131,98.975394
197.9,141,99.165915
26.8,22,99.179844
100.9,71,99.217886
23.2,18,99.226812
164.5,105,99.281269
51.8,52,99.312435
363.4,246,99.441359
16.0,20,99.452371
47.5,35,99.471231
220.1,159,99.562771
117.7,83,99.613161
467.7,313,99.783122
195.4,146,99.860932
73.6,54,99.8931
141.1,99,99.948292
74.3,57,99.977322
219.2,138,100.049068
61.0,50,100.07838
87.4,76,100.117406
180.1,119,100.175206
59.9,41,100.197226
285.0,200,100.302105
333.3,227,100.421035
336.8,272,100.568045
124.9,91,100.61533
-2.1,11,100.62416
413.6,274,100.762722
229.8,152,100.845435
19.6,14,100.85294
149.9,111,100.915036
190.4,126,100.979314
70.5,55,101.007343
132.8,112,101.062954
80.8,62,101.095816
25.9,21,101.107772
259.8,182,101.202835
266.5,195,101.303355
167.7,113,101.364546
64.6,44,101.384969
263.8,182,101.481328
230.7,163,101.567145
153.1,99,101.623275
234.4,186,101.722541
344.3,227,101.851393
222.8,162,101.932755
277.5,205,102.045791
19.6,14,102.052793
113.0,90,102.0964
67.3,57,102.127383
101.1,69,102.166015
42.8,42,102.187555
332.9,241,102.309013
307.4,236,102.429561
94.3,77,102.474165
181.6,134,102.542222
152.2,108,102.599766
163.6,124,102.664935
36.5,35,102.686515
194.0,150,102.765946
125.8,82,102.807877
203.7,143,102.881032
293.7,203,102.990801
48.2,28,103.006815
59.9,51,103.033418
114.1,79,103.074361
9.7,13,103.08187
167.9,111,103.141013
87.8,52,103.167048
119.5,85,103.214398
91.4,66,103.251357
82.6,54,103.278381
178.0,130,103.346229
208.6,134,103.414098
173.8,132,103.492755
197.8,142,103.572405
367.9,261,103.704371
7.9,11,103.711128
75.4,56,103.743154
149.1,109,103.798947
244.2,178,103.897714
100.6,74,103.937506
75.2,58,103.974923
66.2,48,103.999401
40.3,37,104.017915
74.1,59,104.046951
60.1,39,104.067979
258.4,166,104.158252
66.4,56,104.186733
131.2,88,104.230681
59.0,40,104.254137
145.4,96,104.304349
158.7,103,104.355309
286.7,203,104.458587
286.7,213,104.590317
387.3,287,104.744449
132.6,104,104.798593
479.8,312,104.965781
111.2,78,105.011431
67.8,52,105.039294
41.9,31,105.055873
256.8,172,105.14035
82.4,56,105.170915
339.4,226,105.287976
112.3,77,105.327401
78.6,64,105.358582
83.3,57,105.389804
21.0,20,105.399841
215.8,142,105.474224
21.4,16,105.48223
106.0,70,105.523343
51.8,42,105.547423
293.2,198,105.654216
121.8,82,105.695766
185.7,133,105.770708
151.1,109,105.829358
130.8,82,105.875045
292.1,199,105.974516
160.9,101,106.039818
40.8,32,106.057711
203.9,141,106.136407
274.3,187,106.235774
276.1,209,106.348331
174.2,128,106.41694
258.4,176,106.507568
312.0,220,106.635976
182.0,110,106.697723
21.9,21,106.708624
189.7,123,106.775218
64.2,58,106.805616
490.8,332,106.978367
243.5,165,107.05995
25.9,21,107.072021
308.2,238,107.19485
54.5,35,107.215282
342.5,235,107.342328
28.6,24,107.356228
36.3,37,107.373353
213.8,152,107.472683
287.4,186,107.566087
219.0,150,107.648281
201.5,145,107.722425
49.9,41,107.748067
30.4,26,107.763095
57.2,48,107.788713
21.2,18,107.799225
81.7,63,107.834483
108.5,85,107.879699
78.8,52,107.907228
77.2,48,107.931283
146.5,105,107.986296
133.0,80,108.027861
88.0,60,108.059032
141.8,102,108.111393
276.6,184,108.215916
119.3,77,108.256763
9.7,13,108.264264
82.6,64,108.295288
121.1,89,108.344421
192.2,138,108.415106
225.8,162,108.500889
63.7,53,108.528318
124.9,91,108.579286
50.2,38,108.601232
69.7,63,108.632716
93.0,70,108.669287
225.7,153,108.750368
418.3,307,108.908194
98.8,62,108.941237
165.2,108,108.99679
378.5,245,109.121595
136.6,94,109.171364
103.1,79,109.21643
439.9,301,109.367116
79.0,50,109.395985
122.9,81,109.438792
126.2,98,109.487988
78.1,59,109.517026
57.4,46,109.543064
138.0,100,109.59567
80.6,64,109.6267
50.2,38,109.647717
26.7,33,109.666736
4.8,12,109.67274
54.7,43,109.699307
433.4,326,110.032265
97.1,79,110.077518
356.0,230,110.200361
44.8,32,110.217384
130.8,82,110.258072
99.5,65,110.297091
97.7,73,110.340619
327.9,231,110.464296
256.3,167,110.550296
89.9,71,110.592328
271.2,178,110.684132
97.0,70,110.722678
99.7,73,110.761744
112.1,79,110.802946
129.4,76,110.841305
198.5,135,110.912112
24.8,32,110.927372
211.8,162,111.016973
92.3,77,111.057015
70.0,50,111.083084
167.9,121,111.146411
257.9,181,111.242368
43.9,31,111.258401
170.8,132,111.327032
156.2,108,111.385204
99.7,63,111.422514
396.5,245,111.55321
297.5,215,111.668033
147.4,116,111.727079
87.6,64,111.763307
424.9,281,111.908356
74.3,57,111.936713
239.5,155,112.017298
159.6,104,112.070642
64.6,44,112.091238
59.2,38,112.111789
61.0,40,112.132807
438.7,293,112.292779
52.9,31,112.310944
285.4,216,112.415762
327.0,220,112.540308
161.8,112,112.604038
38.3,37,112.623053
126.5,95,112.674137
525.0,350,112.854027
412.1,279,113.006392
166.3,117,113.069419
45.3,37,113.086293
182.3,147,113.161674
206.4,146,113.240916
527.7,353,113.422705
82.6,64,113.4628
90.7,63,113.495854
106.0,80,113.539761
25.9,21,113.550771
59.2,38,113.568373
153.3,117,113.634363
144.6,104,113.695905
74.4,86,113.742405
113.0,80,113.786248
49.3,37,113.804445
292.8,212,113.9254
58.3,57,113.956956
275.3,197,114.062431
159.6,114,114.125097
120.9,81,114.172297
138.9,101,114.228633
102.7,73,114.272877
76.3,37,114.292392
439.7,283,114.45598
190.4,126,114.518406
163.6,104,114.573896
60.8,52,114.608299
148.1,99,114.668629
236.3,167,114.755741
52.0,40,114.77697
218.3,147,114.852995
226.2,158,114.935302
100.4,76,114.974201
66.4,46,114.997727
163.3,107,115.056309
254.9,181,115.153084
134.4,96,115.202319
249.8,172,115.292876
106.0,80,115.335843
37.6,34,115.354358
34.9,31,115.391356
289.0,180,115.487068
24.1,19,115.498083
164.5,105,115.556075
193.1,119,115.622013
192.4,116,115.681074
66.2,48,115.706096
349.7,253,115.842798
95.9,71,115.881906
116.8,72,115.919387
134.8,102,115.969729
64.4,46,115.997761
86.2,68,116.035045
101.3,67,116.069299
344.2,238,116.193097
113.2,68,116.231144
77.2,58,116.260168
201.2,148,116.34136
235.6,154,116.415229
253.7,173,116.5087
348.6,244,116.631433
97.0,60,116.660981
131.0,90,116.705326
28.6,24,116.721907
102.2,68,116.761241
77.5,75,116.804964
239.9,141,116.880154
50.0,40,116.903175
173.3,127,116.969225
46.6,44,116.991239
148.6,124,117.054427
131.7,103,117.112084
56.3,37,117.131097
293.2,198,117.230929
69.1,59,117.259971
204.8,142,117.336188
116.0,80,117.37733
157.1,99,117.427736
318.0,210,117.534148
416.4,276,117.68304
249.4,166,117.766419
81.7,63,117.799472
191.6,164,117.884981
182.5,125,117.950939
38.5,25,117.964457
157.3,117,118.024533
80.6,54,118.054061
61.9,41,118.078085
123.8,92,118.122599
206.6,144,118.197557
32.2,28,118.212566
88.7,53,118.242337
67.3,47,118.266244
283.1,169,118.361073
188.8,122,118.421983
109.4,56,118.454022
147.9,111,118.514973
192.2,148,118.588252
115.0,80,118.630212
22.3,17,118.641221
47.3,37,118.662335
59.2,48,118.687724
249.8,182,118.784371
271.4,176,118.894742
165.2,108,118.954559
131.0,100,119.002817
127.6,84,119.045975
76.3,57,119.079024
41.2,28,119.093037
61.0,40,119.112567
193.2,138,119.183405
86.2,58,119.216193
257.5,185,119.31209
20.3,17,119.321096
76.1,49,119.345114
159.6,124,119.410473
33.6,24,119.421981
70.0,50,119.447635
105.8,72,119.483419
158.7,103,119.542212
305.4,186,119.637925
135.5,95,119.690168
58.3,37,119.715702
320.0,230,119.843083
108.7,73,119.879098
53.8,42,119.901041
45.7,33,119.918499
156.4,106,119.976787
342.3,247,120.100402
41.0,40,120.119925
14.2,18,120.128943
129.9,91,120.180078
305.4,216,120.287723
30.0,30,120.301237
104.9,71,120.339265
85.3,57,120.37229
55.5,55,120.400808
61.5,45,120.422887
126.1,89,120.469074
415.9,301,120.634567
241.9,171,120.839133
96.8,82,120.88167
77.2,58,120.911115
179.6,124,120.981274
140.2,108,121.039322
58.1,39,121.062738
141.1,109,121.117948
324.5,225,121.234197
203.0,180,121.32284
177.4,126,121.385847
111.2,68,121.421319
65.3,47,121.450343
21.4,16,121.459353
33.1,19,121.469361
238.6,174,121.555323
56.5,45,121.582946
13.2,18,121.593334
97.9,81,121.634126
216.1,149,121.710341
43.9,41,121.736067
73.2,58,121.767142
174.0,120,121.826992
39.0,20,121.839004
3.9,11,121.848035
45.7,43,121.872258
291.2,208,121.978213
151.7,113,122.035062
230.3,167,122.129309
293.9,201,122.230444
171.8,102,122.280312
-2.7,17,122.290318
120.4,86,122.337224
14.2,18,122.346235
250.3,167,122.430977
103.3,77,122.471695
109.4,86,122.517785
90.5,65,122.551024
311.9,231,122.666992
88.0,70,122.705002
82.4,66,122.748748
20.1,19,122.758759
344.6,254,122.894992
255.7,193,122.998143
76.3,57,123.030836
89.6,74,123.068996
113.2,78,123.107936
139.3,107,123.168641
238.3,157,123.260614
94.3,67,123.295384
91.2,68,123.327922
37.6,34,123.345948
122.7,73,123.415024
36.5,25,123.429312
184.1,129,123.49619
120.0,80,123.53984
240.1,169,123.632638
35.8,22,123.646225
46.4,46,123.671445
58.3,47,123.69627
54.5,35,123.721241
50.2,38,123.743261
44.4,26,123.757277
95.2,68,123.793028
33.1,29,123.808493
119.3,77,123.850041
144.7,93,123.899377
114.1,79,123.940964
92.3,57,123.974331
222.1,149,124.050044
70.5,55,124.075905
187.7,133,124.14771
85.3,57,124.182739
182.1,119,124.242943
27.3,27,124.255718
155.8,102,124.309047
141.4,86,124.359423
80.8,62,124.392956
262.9,171,124.482075
287.7,203,124.587324
76.3,57,124.619196
220.8,152,124.691667
61.9,51,124.719176
260.4,186,124.812793
280.7,183,124.911584
35.8,32,124.9266
52.9,41,124.947074
272.0,200,125.052617
71.6,54,125.080999
141.1,99,125.133105
164.5,105,125.196049
265.1,189,125.299325
185.2,148,125.3829
152.6,104,125.43451
165.2,118,125.493091
60.1,49,125.520626
59.9,41,125.546399
287.6,224,125.659785
142.0,90,125.707262
93.0,70,125.745784
251.8,182,125.842716
83.3,67,125.878017
246.0,160,125.965134
389.3,277,126.108844
163.4,126,126.194326
83.8,62,126.227076
81.7,53,126.254609
28.6,24,126.267912
159.8,122,126.333272
242.2,168,126.419848
210.2,148,126.496112
147.4,106,126.558031
254.5,175,126.651188
56.3,47,126.675284
239.2,148,126.753405
109.6,84,126.795007
155.5,115,126.857376
174.9,121,126.918964
257.9,161,127.001348
212.7,143,127.076125
45.7,43,127.102149
26.8,22,127.113291
212.3,147,127.189703
21.0,20,127.199759
124.0,80,127.246072
143.8,92,127.293072
186.8,132,127.360435
94.1,79,127.402216
85.1,59,127.435844
311.2,208,127.551143
111.4,86,127.597985
83.5,65,127.630345
180.1,129,127.698302
42.1,39,127.718662
302.3,217,127.831875
98.9,71,127.870929
212.9,151,127.954237
33.8,32,127.971259
305.7,203,128.075092
28.6,14,128.082096
29.3,27,128.099141
265.8,182,128.190422
46.6,34,128.209449
340.0,230,128.327859
159.8,102,128.388555
42.1,29,128.404565
202.1,119,128.466333
61.9,31,128.483343
36.5,35,128.502359
27.7,13,128.511393
261.6,174,128.602004
213.1,129,128.669113
125.4,96,128.719754
34.9,31,128.736164
294.1,189,128.838312
16.3,17,128.847331
48.4,36,128.868715
119.1,89,128.91269
124.9,81,128.957296
82.6,54,128.986316
294.6,204,129.095776
280.4,186,129.187285
69.8,52,129.216185
116.9,81,129.255795
64.5,55,129.286828
167.2,118,129.352117
25.4,36,129.371132
129.4,86,129.412663
284.0,190,129.523437
212.9,151,129.61273
250.3,177,129.702708
176.7,123,129.765076
126.5,75,129.809945
169.5,115,129.869307
117.5,85,129.912244
154.6,114,129.971393
186.8,132,130.042715
39.9,41,130.063451
182.3,117,130.128057
318.4,206,130.234285
113.2,78,130.278441
249.8,172,130.369409
33.1,29,130.382915
31.1,29,130.399702
96.1,69,130.438648
147.0,100,130.491103
199.4,126,130.554311
98.4,76,130.596503
50.8,32,130.616293
51.8,32,130.633314
250.7,173,130.722144
50.9,41,130.74466
125.8,92,130.796994
71.8,52,130.824381
147.2,118,130.884781
20.5,15,130.891288
175.3,107,130.951364
155.3,117,131.015064
51.1,49,131.041822
264.2,188,131.145409
67.1,49,131.172945
294.4,196,131.273095
99.7,73,131.309126
41.0,30,131.324413
92.1,79,131.370096
63.5,55,131.397121
470.3,307,131.701072
174.2,118,131.775404
383.8,282,131.930188
53.6,34,131.946172
243.5,155,132.032114
110.3,87,132.080908
145.2,88,132.128345
79.0,60,132.160833
40.3,37,132.179201
51.1,39,132.201218
17.8,12,132.211232
148.8,102,132.266189
296.9,201,132.372988
26.6,24,132.386285
132.8,92,132.43584
39.4,26,132.449324
132.2,98,132.497303
24.1,19,132.507315
46.6,34,132.528865
266.7,193,132.627237
109.6,74,132.663115
329.2,218,132.777041
64.4,46,132.807573
115.0,80,132.850125
195.2,128,132.913128
129.9,101,132.966577
248.9,181,133.057816
425.6,294,133.20654
70.3,57,133.235977
197.8,132,133.299347
117.3,87,133.347962
93.0,70,133.386559
127.4,86,133.433014
72.5,55,133.460333
266.0,190,133.560309
207.1,149,133.636278
177.8,122,133.694901
77.2,48,133.721934
286.7,203,133.836511
65.5,45,133.860768
203.0,140,133.938362
47.5,35,133.956376
51.1,49,133.985043
87.2,78,134.030093
43.9,31,134.046106
80.8,42,134.067662
328.1,239,134.191333
156.2,108,134.248119
46.6,34,134.267135
90.7,63,134.298036
69.4,56,134.329073
26.8,22,134.340467
114.8,92,134.38613
29.3,27,134.398725
159.8,102,134.457386
200.1,129,134.522934
261.7,163,134.607651
24.1,19,134.617485
87.0,60,134.652093
152.2,108,134.711851
86.7,63,134.742476
106.0,70,134.782035
28.4,26,134.798163
249.8,172,134.892945
65.3,47,134.918311
204.1,149,134.998242
235.6,174,135.096008
47.5,45,135.119037
56.3,47,135.142058
191.5,135,135.211981
212.0,140,135.28815
140.0,90,135.332089
68.2,48,135.358117
120.9,81,135.397158
164.1,129,135.470371
48.4,36,135.487923
72.5,55,135.515768
213.1,159,135.601009
70.6,64,135.635249
9.7,13,135.642253
296.6,184,135.734269
148.8,102,135.789409
105.6,64,135.829233
417.9,271,135.975914
63.5,45,136.001758
300.0,190,136.105648
254.1,179,136.20506
201.5,165,136.293354
129.4,86,136.338985
109.4,76,136.375073
33.1,29,136.392983
218.5,145,136.468333
61.9,41,136.490317
64.4,56,136.519843
50.2,38,136.541244
83.5,45,136.563225
131.0,90,136.609661
101.5,65,136.643197
154.2,108,136.701031
199.0,130,136.770189
26.8,22,136.781196
107.8,72,136.826035
22.3,17,136.836094
141.1,99,136.894556
183.4,116,136.974665
132.6,94,137.020952
16.0,20,137.033534
196.0,140,137.106348
118.6,84,137.149665
22.1,19,137.159672
173.6,114,137.220909
149.0,100,137.271251
263.3,177,137.360929
-4.1,11,137.366944
232.7,143,137.442973
45.6,44,137.467074
174.9,111,137.520965
106.7,93,137.568073
160.0,110,137.631635
94.1,69,137.669414
30.4,26,137.68425
66.3,57,137.71341
52.0,40,137.736047
98.8,72,137.775874
62.6,44,137.801114
152.4,116,137.862721
25.9,21,137.876516
77.0,60,137.909094
155.3,97,137.957191
114.1,89,138.000586
53.8,32,138.019337
165.9,111,138.078955
24.1,19,138.089992
223.7,153,138.178787
251.8,152,138.263999
34.9,21,138.275012
366.7,253,138.405327
201.2,128,138.47201
115.0,80,138.517099
39.4,26,138.532144
250.2,208,138.671659
100.2,78,138.708667
83.3,57,138.742473
359.7,263,138.889207
245.8,172,138.97621
243.6,164,139.064408
144.7,93,139.118619
34.9,21,139.131701
354.4,246,139.265058
73.4,56,139.294581
235.6,174,139.38795
133.0,70,139.427296
82.2,58,139.45638
52.9,41,139.478394
38.5,25,139.494902
43.0,30,139.510422
43.7,33,139.526956
89.8,52,139.55574
284.2,188,139.65283
81.5,65,139.685166
48.4,46,139.70769
198.8,142,139.779875
80.8,52,139.808911
73.6,54,139.842696
162.7,113,139.906189
37.4,36,139.926365
169.0,110,139.994421
95.9,71,140.028991
53.8,42,140.051018
137.3,97,140.098939
206.4,136,140.170798
29.3,27,140.184311
228.9,171,140.276169
500.5,345,140.458103
80.6,64,140.497234
83.5,55,140.526729
50.2,28,140.542739
52.9,41,140.56426
196.5,135,140.637372
414.3,277,140.781889
36.7,33,140.798369
235.6,164,140.890095
285.1,189,140.994415
257.7,183,141.089394
194.0,140,141.159815
49.3,37,141.180871
165.2,118,141.24919
113.7,83,141.28877
52.0,40,141.307903
70.9,51,141.333426
25.0,20,141.346961
197.4,136,141.415844
312.6,204,141.516964
155.3,107,141.575132
24.1,19,141.588405
40.8,32,141.605421
204.6,154,141.684124
52.9,31,141.700141
204.7,143,141.775402
25.0,30,141.790197
158.0,110,141.8466
223.3,147,141.925061
16.9,11,141.934063
122.0,100,141.987138
242.2,168,142.074571
244.0,170,142.168443
121.3,87,142.218087
283.3,207,142.452197
287.7,183,142.554353
275.0,190,142.655706
266.5,185,142.753515
203.0,140,142.826437
34.5,35,142.846194
118.8,92,142.892771
112.1,89,142.944757
125.4,96,142.995295
60.1,39,143.013306
45.3,47,143.03937
36.7,33,143.059832
67.3,47,143.086289
248.9,181,143.187787
93.4,66,143.221632
222.9,131,143.292263
96.1,69,143.325316
119.5,75,143.364486
66.0,50,143.389353
37.2,38,143.412399
39.4,36,143.431339
24.1,19,143.440904
199.1,149,143.521445
177.9,131,143.592391
46.9,41,143.613476
96.1,59,143.640396
185.7,123,143.701281
108.8,82,143.75036
135.3,97,143.799406
109.6,74,143.83767
143.4,106,143.899044
109.6,74,143.938357
444.0,290,144.099236
224.6,164,144.192066
194.0,140,144.264855
152.6,114,144.326922
196.7,123,144.388278
212.9,151,144.468642
346.9,251,144.607314
77.0,60,144.641483
45.7,43,144.663339
253.2,168,144.750033
514.5,355,144.933031
74.8,52,144.964634
80.2,58,144.994238
201.2,128,145.059305
90.3,77,145.097618
121.1,89,145.146331
62.8,42,145.169345
175.1,129,145.235345
165.1,109,145.293359
261.3,187,145.396079
81.1,69,145.431009
201.4,136,145.498184
59.2,48,145.525124
82.6,64,145.562074
131.7,103,145.612702
51.1,39,145.631195
22.3,17,145.640206
192.9,151,145.718579
163.4,116,145.779419
79.0,70,145.814151
489.2,318,145.985326
46.0,40,146.009828
144.7,93,146.056206
249.4,196,146.161943
209.6,144,146.236665
185.0,130,146.305258
124.0,110,146.36482
149.2,108,146.418272
39.4,36,146.438892
327.9,231,146.559119
151.0,100,146.612191
147.4,96,146.668388
335.4,226,146.787315
70.9,41,146.810333
82.9,61,146.842992
26.8,22,146.855018
113.2,78,146.898383
184.1,119,146.960949
119.6,84,147.004801
279.8,192,147.108103
203.0,150,147.18418
73.6,54,147.214273
142.0,100,147.264429
243.5,135,147.334997
0.5,15,147.342251
105.1,79,147.382932
141.8,102,147.435779
109.6,74,147.47416
47.5,35,147.489718
437.1,279,147.641359
184.1,119,147.70141
122.0,90,147.747685
142.7,93,147.813286
333.8,252,147.946172
160.0,110,148.001228
154.5,105,148.05248
121.8,92,148.097134
66.2,58,148.128678
74.4,56,148.157709
122.2,88,148.202614
38.1,29,148.216972
99.7,63,148.25501
586.3,407,148.475279
24.1,19,148.484783
163.2,118,148.550285
95.2,78,148.595423
95.9,71,148.633104
159.1,89,148.681062
43.5,35,148.700083
23.0,20,148.713091
101.5,65,148.745341
127.6,84,148.792887
121.1,89,148.848253
113.2,78,148.898646
118.3,87,148.951086
20.5,15,148.961631
122.2,88,149.012268
145.6,104,149.076239
75.4,56,149.10455
162.5,115,149.162758
53.9,51,149.189796
145.4,96,149.242682
266.0,170,149.331091
40.1,29,149.345106
60.8,52,149.370039
169.7,123,149.434067
72.5,55,149.460721
132.8,92,149.507967
100.6,84,149.551358
216.8,172,149.64606
31.8,22,149.658473
46.4,36,149.677997
84.4,66,149.714023
160.7,113,149.773383
31.1,29,149.787421
97.5,75,149.827107
202.3,117,149.888052
85.8,62,149.924603
138.9,101,149.976902
278.6,174,150.069911
287.4,186,150.164968
245.1,169,150.26035
248.0,170,150.342851
39.4,26,150.356304
60.1,39,150.37589
119.3,87,150.424132
284.2,198,150.533386
161.6,114,150.591933
150.8,102,150.644054
419.1,299,150.799325
73.6,54,150.827643
71.4,56,150.857608
53.8,42,150.880628
145.6,84,150.936974
284.0,180,151.038813
164.1,109,151.096155
35.8,32,151.11127
59.0,50,151.141065
52.7,33,151.159169
230.0,160,151.246072
37.6,34,151.263095
152.2,108,151.324682
272.5,195,151.428887
190.6,124,151.495002
219.2,138,151.566198
49.3,37,151.589421
166.3,117,151.650233
165.3,117,151.71012
128.5,85,151.754186
376.3,227,151.874829
102.2,58,151.910176
420.8,272,152.048144
95.9,61,152.080434
153.7,103,152.136903
257.7,173,152.223315
19.6,14,152.230836
19.4,16,152.238847
44.6,34,152.26043
123.6,104,152.313295
207.7,143,152.389361
33.1,29,152.411948
65.3,57,152.44542
77.9,51,152.471861
36.5,35,152.488881
51.1,39,152.508214
254.1,189,152.608294
215.6,134,152.674492
141.8,102,152.727448
118.4,76,152.765998
405.7,273,152.911984
81.5,55,152.942195
127.4,96,152.991268
42.1,39,153.01039
101.8,72,153.050045
32.7,33,153.069081
100.6,54,153.100358
60.8,42,153.273019
67.1,59,153.306617
170.8,112,153.366168
18.3,17,153.375036
137.5,105,153.429301
142.0,90,153.479889
158.9,111,153.535783
120.7,73,153.577345
275.7,193,153.676995
207.3,147,153.754441
82.4,56,153.784131
156.0,120,153.8472
122.2,88,153.895244
287.6,194,154.026023
193.3,127,154.094476
322.9,211,154.204967
75.4,56,154.235785
19.6,14,154.245077
129.4,96,154.297742
220.8,162,154.381322
173.3,127,154.446832
120.2,88,154.495331
140.2,88,154.540362
90.4,86,154.585402
263.3,177,154.675391
251.8,162,154.765114
171.3,117,154.8232
67.3,47,154.847249
163.4,116,154.907679
261.8,192,155.016159
175.1,119,155.080337
124.9,81,155.123408
170.4,106,155.179052
82.6,54,155.215193
407.4,276,155.366233
33.6,34,155.382582
76.1,59,155.415416
69.8,52,155.447358
33.1,29,155.461371
82.4,66,155.494775
16.9,21,155.507341
105.4,76,155.548882
91.4,66,155.584263
194.9,131,155.65201
37.6,34,155.668493
253.6,174,155.76205
57.2,48,155.786235
58.1,39,155.806332
41.7,43,155.82836
64.6,44,155.856337
205.5,135,155.923299
98.8,72,155.962694
40.3,37,155.981778
174.2,118,156.047389
179.6,134,156.114961
252.1,179,156.205808
308.7,233,156.322883
334.4,236,156.449406
246.4,186,156.546142
136.4,106,156.602183
37.6,34,156.62074
268.0,170,156.709486
90.7,63,156.743034
168.1,109,156.797974
258.6,174,156.889565
57.4,36,156.90858
26.6,24,156.92259
25.7,23,156.937704
278.8,182,157.030734
31.1,29,157.048577
78.1,49,157.075224
310.3,207,157.182925
141.1,99,157.234397
306.4,206,157.350896
174.7,133,157.420523
203.5,125,157.48495
20.5,15,157.492953
142.5,105,157.552674
236.1,149,157.628105
267.1,179,157.718531
104.0,60,157.750197
78.4,56,157.78203
79.7,53,157.810627
22.1,19,157.822639
33.1,29,157.835973
308.1,189,157.942902
166.6,124,158.004874
266.9,161,158.08938
190.2,138,158.15922
117.5,85,158.206928
111.4,86,158.250989
138.1,99,158.298382
21.4,16,158.307391
216.3,147,158.384316
187.7,113,158.441209
70.7,63,158.475044
202.1,139,158.54499
185.3,157,158.646063
20.5,15,158.654089
37.2,38,158.673105
110.5,65,158.707138
97.9,71,158.748068
199.9,141,158.820944
81.5,65,158.854541
76.3,57,158.884369
246.9,171,158.975313
96.3,67,159.010856
230.2,158,159.091212
24.1,19,159.101221
95.7,63,159.138164
352.7,233,159.260338
50.2,38,159.281353
209.3,147,159.357163
35.4,36,159.378179
312.0,220,159.498254
402.1,279,159.652751
104.0,80,159.695322
154.6,104,159.754922
90.7,73,159.792698
259.0,160,159.876773
102.9,81,159.918055
24.0,30,159.938859
26.8,22,159.951625
135.7,93,159.998918
81.7,63,160.03174
134.6,84,160.077389
130.8,92,160.12498
336.4,226,160.238955
321.9,221,160.355062
111.0,90,160.403342
24.1,19,160.412352
100.2,88,160.45962
54.7,33,160.476084
541.2,358,160.669421
416.1,259,160.800278
244.6,164,160.887441
166.8,122,160.949534
48.2,48,160.979068
239.2,138,161.051236
44.5,35,161.068252
92.1,79,161.108899
91.7,63,161.146951
56.5,45,161.172006
176.0,120,161.239565
118.7,93,161.290994
379.0,260,161.440905
49.1,29,161.456245
229.2,158,161.540579
194.7,123,161.617978
120.0,80,161.667597
89.7,63,161.705393
